class,cg27413732,cg27627006,cg26996201,cg04656009,cg24061542,cg10150615,cg07093324,cg00949670,cg03068376,cg00656478,cg17492891,cg04181864,cg19212550,cg14208041,cg05835416,cg08042322,cg05241830,cg15004938,cg22355463,cg25986322,cg00589181,cg16989822,cg00511596,cg05419984,cg13817545,cg26864230,cg14337027,cg15719025,cg07947533,cg04445570,cg09716038,cg22149137,cg08642716,cg20958098,cg06475503,cg14913676,cg19446838,cg02706575,cg15324185,cg00614392,cg00957480,cg13380204,cg25983288,cg11826008,cg18835596,cg11808459,cg01328621,cg01060952,cg15491094,cg15045943,cg13978347,cg24046864,cg01353960,cg04729070,cg04792024,cg23099959,cg10678486,cg24054683,cg07563765,cg01517148,cg01918222,cg17371436,cg21034183,cg13619623,cg14939641,cg11693709,cg18958531,cg06328456,cg01630567,cg20488820,cg08737815,cg02151101,cg18866817,cg16803064,cg00147216,cg09545123,cg08327690,cg21900829,cg15623149,cg23841361,cg19455335,cg24046411,cg12593394,cg05714773,cg12656611,cg20364512,cg27305525,cg13461336,cg25862140,cg27471901,cg26170066,cg00595787,cg26055718,cg05485968,cg18159276,cg00113117,cg21948655,cg08182501,cg05922925,cg17560586,cg22313322,cg26614578,cg09250072,cg03313126,cg16331823,cg15128147,cg07195224,cg07543711,cg13027184,cg05212836,cg10202788
1.0,0.0597826,0.462978,0.0205151,0.649575,0.0365055,0.0743116,0.368608,0.0350335,0.0389455,0.878931,0.0309545,0.957353,0.704397,0.599553,0.572794,0.712045,0.856637,0.810036,0.088037,0.830061,0.907043,0.928053,0.0275504,0.100097,0.279903,0.0342907,0.428951,0.0787465,0.0199001,0.859132,0.916772,0.352004,0.828145,0.851319,0.951455,0.059532,0.0548637,0.797108,0.875114,0.19469,0.818016,0.551561,0.951745,0.800827,0.843179,0.653846,0.804806,0.0523597,0.798126,0.0614333,0.806732,0.88181,0.784754,0.0326478,0.846816,0.890933,0.0467706,0.956209,0.970118,0.806157,0.652288,0.0331324,0.545795,0.882052,0.869243,0.780132,0.0450991,0.837936,0.033494,0.15126,0.893381,0.879597,0.813473,0.818788,0.970938,0.0799242,0.0311261,0.963179,0.0154956,0.0211188,0.0608276,0.0455013,0.0180874,0.855213,0.836453,0.825956,0.02743,0.835348,0.897353,0.24596,0.0300722,0.923346,0.902561,0.886366,0.861809,0.83331,0.874618,0.847449,0.028263,0.945897,0.0627897,0.0277275,0.829195,0.671858,0.0405204,0.355219,0.518241,0.85731,0.640485,0.0265109,0.882046
1.0,0.0696828,0.334841,0.0489971,0.697192,0.0538074,0.0413722,0.211254,0.027718,0.0289835,0.85854,0.0156805,0.960338,0.82678,0.579465,0.566436,0.727995,0.878519,0.783605,0.0776522,0.765682,0.834505,0.905661,0.0223234,0.0589691,0.228341,0.0765108,0.281468,0.061039,0.0181558,0.860259,0.90261,0.155468,0.810858,0.817523,0.951344,0.0383733,0.0329607,0.78454,0.881889,0.247437,0.788973,0.438776,0.96928,0.676226,0.840641,0.675818,0.806169,0.0396509,0.757512,0.0348073,0.756458,0.858594,0.806858,0.0321213,0.833724,0.892188,0.0357692,0.958937,0.96196,0.782171,0.539694,0.0201896,0.5113,0.881454,0.895939,0.694085,0.0414391,0.875953,0.0219183,0.0994034,0.868696,0.903749,0.733198,0.786629,0.970338,0.0520846,0.113743,0.967193,0.014001,0.0225478,0.042011,0.0316504,0.0168438,0.834873,0.827926,0.810027,0.0282651,0.805744,0.852712,0.231667,0.0355722,0.913166,0.891938,0.886085,0.833035,0.821742,0.87585,0.817466,0.0298735,0.948436,0.0386491,0.0333357,0.781986,0.662518,0.0398875,0.327673,0.482848,0.845529,0.585908,0.0334655,0.879589
1.0,0.0679699,0.373901,0.0740597,0.696179,0.0630861,0.0775338,0.220353,0.0312208,0.0519081,0.907217,0.0281907,0.932347,0.735509,0.595286,0.481423,0.339411,0.869872,0.826053,0.0928307,0.794881,0.861725,0.907548,0.0380114,0.0967769,0.203163,0.0496806,0.176332,0.0865233,0.024872,0.848877,0.943656,0.105473,0.79469,0.880319,0.954435,0.0586903,0.0940322,0.763265,0.830215,0.201763,0.814523,0.583158,0.95461,0.766016,0.856624,0.514582,0.859588,0.0700494,0.798785,0.0654668,0.834084,0.909219,0.822405,0.0481731,0.834208,0.874639,0.0495607,0.943583,0.972976,0.791676,0.546093,0.031379,0.583137,0.891521,0.838745,0.711481,0.0338973,0.814472,0.0348764,0.163802,0.89046,0.886244,0.76469,0.786684,0.973251,0.0629899,0.227407,0.940462,0.0164768,0.0331539,0.0521815,0.0519919,0.0336124,0.877604,0.859881,0.852779,0.0356371,0.847391,0.851595,0.215837,0.0352147,0.881742,0.866574,0.85682,0.852218,0.837211,0.882754,0.867756,0.0281404,0.940176,0.0541622,0.0614368,0.83658,0.652263,0.0501911,0.462703,0.533463,0.883443,0.587452,0.0379554,0.851533
1.0,0.0729752,0.366873,0.0798616,0.727047,0.0545765,0.0728102,0.56381,0.0323682,0.0669191,0.878148,0.0266053,0.935317,0.664654,0.61242,0.503811,0.44385,0.826336,0.770879,0.105322,0.826427,0.833376,0.886353,0.0310879,0.0704827,0.183157,0.0427845,0.17468,0.0861408,0.0279785,0.87462,0.9263,0.0924881,0.861985,0.848222,0.9484,0.0467722,0.0447338,0.785106,0.789902,0.226145,0.821493,0.532416,0.952726,0.738165,0.877516,0.48264,0.857621,0.0459001,0.727123,0.067473,0.858649,0.865622,0.759443,0.0527786,0.826471,0.889722,0.0600149,0.950804,0.953366,0.776226,0.529528,0.0349016,0.583926,0.909005,0.8249,0.667567,0.0498966,0.77443,0.0369591,0.10388,0.872744,0.902009,0.757698,0.782189,0.97142,0.0686986,0.1169,0.952933,0.01738,0.031946,0.0456031,0.0489808,0.0275031,0.861542,0.825497,0.820221,0.0371563,0.857534,0.862919,0.178842,0.0351571,0.926419,0.874293,0.878225,0.85064,0.853452,0.890914,0.8584,0.0287833,0.944275,0.0642916,0.0504808,0.797752,0.630508,0.0510782,0.267434,0.437682,0.876186,0.568205,0.0314083,0.837001
1.0,0.0642219,0.356966,0.0107579,0.774722,0.0401638,0.0955449,0.371529,0.0315536,0.0353241,0.874507,0.0369383,0.961793,0.785607,0.533806,0.566036,0.404126,0.814662,0.787152,0.0555769,0.82329,0.802141,0.90739,0.0255119,0.0527717,0.27232,0.0389878,0.175357,0.114792,0.025153,0.864328,0.917775,0.134593,0.800763,0.809545,0.947528,0.0403326,0.0620946,0.798645,0.857136,0.238073,0.813697,0.5721,0.960072,0.707097,0.848958,0.66996,0.79156,0.0585007,0.825442,0.0598642,0.816921,0.880882,0.786596,0.0486315,0.890948,0.915585,0.0427954,0.950598,0.974256,0.795886,0.636799,0.025071,0.533465,0.891607,0.913294,0.739017,0.0426696,0.878239,0.0378681,0.151704,0.861298,0.867836,0.770611,0.781207,0.97184,0.0664373,0.0809821,0.958876,0.0138037,0.0194232,0.0441088,0.0443209,0.0199001,0.81195,0.803254,0.823218,0.0431132,0.810686,0.87197,0.128281,0.0277372,0.883465,0.899513,0.866197,0.84329,0.800101,0.851259,0.83879,0.033067,0.957944,0.0567917,0.0501887,0.775468,0.652555,0.033423,0.452638,0.520939,0.884337,0.62578,0.0311542,0.899078
1.0,0.0613984,0.243688,0.00797792,0.658902,0.0301237,0.0686895,0.122196,0.0392857,0.0452782,0.859609,0.0286579,0.954693,0.763374,0.592809,0.669241,0.748738,0.846964,0.739645,0.073628,0.810761,0.859062,0.890783,0.0223864,0.0814422,0.237777,0.0407908,0.356087,0.0795922,0.0291529,0.837675,0.921109,0.180645,0.847031,0.83071,0.954539,0.0427466,0.0394099,0.770681,0.868184,0.252392,0.809033,0.483655,0.962255,0.692978,0.847466,0.70202,0.813996,0.0434902,0.845218,0.0646495,0.792072,0.846859,0.794612,0.0380303,0.845764,0.884678,0.0410689,0.95066,0.973692,0.779253,0.573318,0.0301487,0.53612,0.867571,0.895028,0.72591,0.0364552,0.855901,0.0239243,0.148888,0.834327,0.886066,0.790401,0.757897,0.974251,0.0698848,0.114432,0.965949,0.0144052,0.00639484,0.0498875,0.0303812,0.0172181,0.825134,0.787498,0.825304,0.0562913,0.838253,0.84012,0.267169,0.0346608,0.858744,0.902455,0.878667,0.819006,0.791754,0.869782,0.784126,0.0288544,0.94973,0.044777,0.0377143,0.767824,0.654735,0.0315025,0.368325,0.471852,0.872812,0.62187,0.0330988,0.892172
1.0,0.0675837,0.310658,0.0757826,0.700215,0.0389385,0.0571612,0.29218,0.0245155,0.0512939,0.861407,0.0149536,0.928672,0.763938,0.642785,0.620868,0.487136,0.841452,0.812328,0.0458644,0.826433,0.860698,0.907655,0.0260609,0.0779814,0.254869,0.0391193,0.210939,0.0593565,0.0241647,0.864102,0.923705,0.137949,0.847139,0.861782,0.937749,0.0479639,0.0420585,0.815687,0.868346,0.216022,0.829636,0.527632,0.963042,0.770697,0.877235,0.633133,0.827447,0.0341642,0.785082,0.0298797,0.766092,0.890319,0.773598,0.0319585,0.87573,0.891414,0.0282659,0.953683,0.949925,0.812131,0.597392,0.027312,0.556609,0.875835,0.852156,0.730858,0.0489075,0.865466,0.0259702,0.12374,0.861335,0.922457,0.774327,0.802559,0.967697,0.0911352,0.038304,0.959327,0.0136146,0.0224977,0.0404539,0.035206,0.0203896,0.838436,0.812227,0.840481,0.0188021,0.840275,0.844952,0.207002,0.0384375,0.891941,0.884889,0.884918,0.844248,0.820965,0.884529,0.82247,0.0281698,0.953131,0.0345895,0.029268,0.806414,0.660973,0.036242,0.348469,0.519108,0.855958,0.637294,0.0378816,0.881353
1.0,0.0842904,0.452555,0.0932599,0.733241,0.0366245,0.0627935,0.527221,0.0226135,0.173085,0.89975,0.0169222,0.963553,0.650313,0.584795,0.570046,0.297313,0.88011,0.861986,0.0428746,0.885876,0.935022,0.931487,0.0257243,0.0498683,0.289371,0.100315,0.26202,0.0532821,0.0196623,0.87054,0.924976,0.123351,0.831447,0.821948,0.947566,0.041248,0.0316385,0.879205,0.925501,0.213456,0.872355,0.585938,0.959307,0.857865,0.900775,0.392006,0.846417,0.0334703,0.699455,0.0377448,0.840641,0.85446,0.87824,0.0358708,0.782782,0.87798,0.0401446,0.953033,0.824684,0.907654,0.633161,0.0231449,0.614466,0.889524,0.882767,0.825405,0.0491838,0.893988,0.0333847,0.125831,0.912276,0.944035,0.864404,0.851948,0.974044,0.056509,0.0758803,0.963765,0.0145946,0.0211064,0.032061,0.0723362,0.0162506,0.823626,0.872339,0.844875,0.0259455,0.892348,0.915445,0.197205,0.0657284,0.922361,0.8059,0.906871,0.88271,0.922378,0.928335,0.848764,0.0270535,0.955661,0.0328029,0.0306676,0.936618,0.661205,0.0326419,0.49133,0.724312,0.880873,0.60437,0.0293654,0.894225
1.0,0.0882656,0.267472,0.0603076,0.716759,0.0507405,0.0768476,0.242225,0.0207415,0.0500251,0.857996,0.0207754,0.958821,0.733113,0.655857,0.608809,0.734543,0.857517,0.77311,0.0739167,0.835505,0.872626,0.859552,0.0238366,0.0584231,0.205579,0.0375734,0.620385,0.106751,0.0236375,0.851624,0.927866,0.516718,0.796092,0.801983,0.932034,0.0441026,0.0262506,0.789821,0.847339,0.239075,0.798148,0.310157,0.961675,0.746744,0.832761,0.552466,0.817389,0.0606484,0.819619,0.0611191,0.814041,0.87378,0.779896,0.043498,0.872686,0.902483,0.0511752,0.729082,0.970769,0.769544,0.547502,0.0276303,0.514731,0.869998,0.880295,0.708934,0.0460555,0.818059,0.0293305,0.108405,0.850316,0.920723,0.751121,0.808992,0.970681,0.0565574,0.0324764,0.946344,0.0121753,0.0324786,0.0507355,0.052564,0.0249711,0.826736,0.831693,0.79917,0.0391329,0.841955,0.826543,0.244057,0.0382867,0.905925,0.904209,0.864269,0.885282,0.778301,0.883228,0.806263,0.0322252,0.946702,0.0684578,0.073112,0.825966,0.650804,0.0489565,0.266226,0.480287,0.845705,0.567654,0.0335467,0.905416
1.0,0.0651061,0.307036,0.0103273,0.676117,0.0458397,0.0308327,0.170306,0.0295778,0.0294177,0.863485,0.0214078,0.948741,0.77531,0.59853,0.652113,0.496973,0.816111,0.768216,0.0935515,0.804775,0.814,0.882418,0.0250103,0.0717921,0.244621,0.0509799,0.207945,0.0902809,0.0227517,0.856692,0.903377,0.131546,0.852881,0.832102,0.946682,0.0445662,0.047474,0.763264,0.862843,0.241413,0.793344,0.559682,0.955004,0.612119,0.840852,0.69129,0.820493,0.0368293,0.779834,0.0353523,0.6968,0.869851,0.761801,0.0347546,0.85406,0.880873,0.0425367,0.95719,0.968639,0.770884,0.496999,0.0223023,0.541707,0.864412,0.876746,0.681823,0.0579092,0.84743,0.0271707,0.11596,0.871192,0.89729,0.729959,0.779623,0.97335,0.0589331,0.0770745,0.967684,0.0164918,0.0224124,0.0382001,0.0557594,0.0216506,0.857333,0.80954,0.849157,0.0236681,0.787424,0.841624,0.197062,0.0399961,0.893602,0.899193,0.870897,0.840181,0.784945,0.840825,0.836703,0.0276706,0.943527,0.0674733,0.0374602,0.777902,0.645008,0.0380708,0.383055,0.504358,0.833746,0.62943,0.0431111,0.869573
1.0,0.0538861,0.41911,0.031405,0.614592,0.0475399,0.0335421,0.118521,0.0218364,0.0844116,0.848146,0.0146863,0.957071,0.764923,0.600317,0.502294,0.548708,0.77681,0.728174,0.0788339,0.833065,0.805934,0.883468,0.0309667,0.0609681,0.253707,0.0884595,0.277544,0.0631694,0.0260312,0.82002,0.91082,0.174302,0.750658,0.735321,0.950098,0.0399083,0.0490201,0.711207,0.889015,0.244205,0.770381,0.451538,0.965131,0.664545,0.816325,0.622356,0.823606,0.0363472,0.801654,0.0287666,0.668324,0.866614,0.73242,0.0299761,0.853468,0.872372,0.0330119,0.951596,0.968987,0.711414,0.460732,0.0282058,0.514636,0.823475,0.883292,0.643111,0.0334368,0.847124,0.0331048,0.0755688,0.771956,0.8878,0.758176,0.6389,0.972271,0.0461519,0.0158746,0.954058,0.0146236,0.0265862,0.0384305,0.0404832,0.0222001,0.789935,0.803495,0.834169,0.0221576,0.806272,0.792567,0.20446,0.0377666,0.867297,0.885692,0.870071,0.827846,0.703946,0.808106,0.814914,0.0295929,0.944645,0.0383298,0.0312268,0.810609,0.613363,0.0284271,0.357152,0.331059,0.816366,0.572779,0.0390565,0.880106
1.0,0.115125,0.395128,0.0651136,0.758239,0.041169,0.0793841,0.330841,0.0400045,0.0947211,0.881328,0.0355479,0.955885,0.703713,0.661604,0.599558,0.477319,0.828367,0.864919,0.0730549,0.869456,0.903461,0.916585,0.0246218,0.0713405,0.262693,0.0836437,0.260103,0.0829588,0.0336547,0.857152,0.934436,0.156806,0.852039,0.861343,0.940841,0.0434291,0.0696703,0.82933,0.917036,0.182875,0.838261,0.554995,0.957049,0.785114,0.854509,0.534577,0.845338,0.0509479,0.678772,0.0860052,0.832148,0.889318,0.831174,0.0465779,0.821095,0.908412,0.057578,0.952122,0.920963,0.837327,0.637313,0.031621,0.5501,0.87841,0.907017,0.747466,0.0415039,0.853413,0.0413798,0.135454,0.901373,0.937119,0.862276,0.841714,0.974553,0.0975003,0.164869,0.965574,0.0144912,0.0215871,0.0534758,0.0457145,0.0218848,0.849321,0.835431,0.885713,0.0474683,0.847405,0.877629,0.222466,0.034066,0.911368,0.866369,0.881177,0.889751,0.869351,0.896201,0.826215,0.0257494,0.953924,0.0500084,0.0810099,0.868448,0.658468,0.0374657,0.487434,0.618138,0.868435,0.635817,0.0339159,0.888694
1.0,0.062946,0.36068,0.0208644,0.77965,0.0444528,0.0933514,0.454509,0.0327757,0.031746,0.891473,0.0389078,0.947445,0.678225,0.633274,0.5709,0.400344,0.862757,0.787964,0.0792324,0.814445,0.891735,0.908408,0.0290204,0.0790777,0.263496,0.0394686,0.24526,0.0782903,0.0259597,0.867776,0.916121,0.161319,0.829126,0.88492,0.950715,0.0598252,0.0393884,0.787261,0.903401,0.245507,0.816695,0.547026,0.96216,0.747442,0.820142,0.677382,0.823849,0.0432825,0.847941,0.0796184,0.798699,0.841491,0.816414,0.0602131,0.883505,0.925589,0.0436954,0.953729,0.978008,0.850193,0.690525,0.0410218,0.560961,0.885672,0.900505,0.716046,0.031096,0.847831,0.0410699,0.182686,0.903173,0.897101,0.811918,0.80651,0.972853,0.083739,0.126592,0.969164,0.01617,0.0248704,0.0601708,0.0360111,0.0176501,0.851123,0.829337,0.785452,0.0363477,0.819979,0.875559,0.189362,0.0372564,0.915708,0.8948,0.854551,0.874414,0.846508,0.877007,0.851538,0.0295218,0.959968,0.0625159,0.0376377,0.801307,0.708513,0.0434591,0.339364,0.505979,0.870408,0.651679,0.0292405,0.87997
1.0,0.065029,0.368434,0.067099,0.693054,0.0560388,0.0676172,0.180717,0.0258138,0.0738816,0.881908,0.0276757,0.928372,0.698453,0.60981,0.530883,0.381311,0.839137,0.803379,0.105477,0.834736,0.870616,0.849808,0.0334113,0.0906658,0.23196,0.0426555,0.183299,0.0687375,0.0265155,0.856239,0.946515,0.10714,0.745433,0.864896,0.945907,0.0603795,0.05368,0.827631,0.792578,0.213698,0.826144,0.265255,0.957761,0.730298,0.868857,0.532313,0.823558,0.0483979,0.804642,0.0676536,0.841964,0.917035,0.821129,0.0421911,0.828435,0.858038,0.0465037,0.951689,0.968123,0.787939,0.559184,0.0280832,0.50559,0.855285,0.865663,0.669004,0.0317195,0.766036,0.0324399,0.130274,0.86318,0.901309,0.764416,0.742065,0.973692,0.0613586,0.216158,0.950072,0.0170024,0.0271164,0.0525805,0.0400157,0.0315275,0.80051,0.826529,0.826248,0.0286978,0.837465,0.849018,0.204169,0.0397784,0.919283,0.859153,0.840616,0.826181,0.847797,0.881799,0.839436,0.027039,0.940489,0.0445208,0.0535216,0.808453,0.601564,0.0523553,0.349175,0.470247,0.855972,0.522802,0.0388986,0.842051
1.0,0.0550174,0.222585,0.0343109,0.707435,0.0591777,0.0667003,0.110092,0.0286924,0.0560483,0.878668,0.0266222,0.935102,0.645764,0.586816,0.540852,0.846249,0.885242,0.758279,0.0635163,0.846016,0.877616,0.892029,0.02882,0.0594393,0.183068,0.0354693,0.635668,0.115886,0.0257869,0.823064,0.929216,0.61063,0.76029,0.85367,0.924744,0.0533048,0.0502134,0.774935,0.790432,0.19484,0.807221,0.215632,0.963303,0.694013,0.86607,0.522227,0.81652,0.0558915,0.820335,0.0618207,0.0435793,0.855548,0.780864,0.0498795,0.868645,0.86914,0.043488,0.943035,0.968623,0.758767,0.54,0.0319506,0.437282,0.912106,0.793096,0.744422,0.0546833,0.816141,0.0369613,0.0723963,0.866555,0.914198,0.758803,0.755282,0.969517,0.0606551,0.0208811,0.95228,0.0163286,0.0367053,0.0501161,0.0475531,0.0236218,0.835727,0.820063,0.748684,0.041789,0.819466,0.846632,0.159314,0.0385046,0.905024,0.884763,0.847649,0.88631,0.815873,0.890186,0.739093,0.0437649,0.93902,0.0349494,0.0600434,0.834978,0.661993,0.0504899,0.301378,0.507201,0.876242,0.552533,0.0396519,0.909698
1.0,0.0948807,0.347457,0.0792189,0.61462,0.0640105,0.0698467,0.309623,0.0242569,0.0548891,0.851428,0.0248266,0.944553,0.723942,0.524865,0.573294,0.480825,0.810183,0.791068,0.0806548,0.821279,0.855188,0.914436,0.0332303,0.0931104,0.191728,0.0515094,0.222229,0.0766404,0.023259,0.876977,0.928624,0.134409,0.809485,0.847095,0.95137,0.0543957,0.0450191,0.789607,0.845663,0.217728,0.803341,0.475614,0.956634,0.684427,0.862556,0.581681,0.813182,0.0505823,0.775678,0.06863,0.812044,0.851319,0.788797,0.0503228,0.848392,0.869435,0.0513561,0.957263,0.965962,0.77917,0.598702,0.0379481,0.517539,0.876373,0.869463,0.70347,0.039913,0.78156,0.0364991,0.0981854,0.863258,0.907043,0.74222,0.695608,0.973137,0.0558588,0.279036,0.955638,0.0177513,0.0348037,0.0462241,0.0489478,0.0306125,0.804944,0.831006,0.801187,0.0429545,0.858159,0.862719,0.176823,0.0384438,0.896761,0.881141,0.858995,0.841873,0.855976,0.868005,0.813017,0.0236558,0.942304,0.0542794,0.0533457,0.795173,0.640802,0.0393584,0.352824,0.452346,0.874835,0.607261,0.0353706,0.850769
-1.0,0.058393,0.19551,0.02067,0.602534,0.032232,0.0477298,0.107486,0.0131985,0.0263028,0.872554,0.021965,0.963954,0.850904,0.501339,0.656239,0.862878,0.837657,0.760311,0.0500687,0.748043,0.860118,0.873242,0.0227976,0.060572,0.245901,0.0224071,0.593386,0.0678431,0.0146215,0.842494,0.922842,0.537288,0.83776,0.783129,0.951853,0.035344,0.0334522,0.774636,0.875641,0.264844,0.787843,0.495213,0.963618,0.610737,0.798008,0.608729,0.795113,0.0364715,0.851562,0.0627576,0.757273,0.802635,0.730121,0.0340397,0.876673,0.892339,0.0375303,0.957127,0.979807,0.742654,0.558701,0.0230401,0.50193,0.874329,0.909615,0.750144,0.033889,0.899572,0.0292336,0.102739,0.828396,0.876378,0.718946,0.75961,0.975546,0.0276814,0.0403188,0.964891,0.0152201,0.0172935,0.0532673,0.0442938,0.0167665,0.776976,0.848942,0.803426,0.0350783,0.814595,0.830937,0.172265,0.030573,0.894315,0.908323,0.862115,0.794994,0.793392,0.867685,0.603051,0.0288173,0.965626,0.0535142,0.0411794,0.784043,0.600564,0.0419033,0.294999,0.435687,0.839598,0.588214,0.0317564,0.895897
-1.0,0.0642526,0.286748,0.0117144,0.590044,0.0304697,0.0907816,0.135843,0.032307,0.0386812,0.853582,0.0357487,0.965051,0.855777,0.55839,0.646971,0.822044,0.845784,0.762003,0.0620882,0.791552,0.875717,0.888713,0.0199659,0.0766211,0.303717,0.0285452,0.585241,0.0729911,0.0210289,0.871799,0.913015,0.537631,0.804937,0.848277,0.928424,0.0379527,0.0508762,0.78162,0.862066,0.282325,0.781598,0.436945,0.970634,0.636399,0.804636,0.664507,0.787482,0.0294843,0.833046,0.0594096,0.733825,0.852123,0.752319,0.0436198,0.895869,0.902893,0.0643077,0.962075,0.974701,0.789357,0.5478,0.0268804,0.532844,0.89732,0.913532,0.742376,0.0401945,0.913295,0.0359112,0.117368,0.86131,0.927828,0.762492,0.827926,0.967235,0.0621636,0.0189311,0.961043,0.0134537,0.0257416,0.0702275,0.0380513,0.0207632,0.813724,0.81574,0.818953,0.0542718,0.843338,0.859188,0.195934,0.0340093,0.897502,0.920283,0.879686,0.854833,0.780132,0.866134,0.604535,0.0336373,0.955034,0.0795477,0.0825107,0.743685,0.632019,0.0327183,0.36222,0.406026,0.868363,0.641739,0.0305056,0.90651
-1.0,0.0552169,0.227667,0.0114544,0.677308,0.0410501,0.0366464,0.143932,0.0212858,0.0361249,0.850542,0.0163447,0.958105,0.818078,0.540528,0.647198,0.84009,0.86092,0.772948,0.0612489,0.784239,0.880234,0.853059,0.0250439,0.0844373,0.219509,0.0233549,0.57015,0.0688681,0.0175838,0.858182,0.912001,0.531287,0.81714,0.818051,0.938777,0.0401778,0.0331676,0.772393,0.857315,0.276182,0.829514,0.230758,0.965314,0.629683,0.838156,0.595143,0.800433,0.0370525,0.824896,0.0324986,0.749386,0.833685,0.756236,0.0331526,0.892557,0.875679,0.0310901,0.953941,0.977934,0.770985,0.575213,0.0258681,0.485185,0.872802,0.882419,0.744922,0.0458046,0.873396,0.0313944,0.0770225,0.871669,0.906917,0.722957,0.78449,0.971824,0.0635172,0.0184019,0.962192,0.0141406,0.0227095,0.0400402,0.0391699,0.0177422,0.794696,0.816564,0.821808,0.0205178,0.820081,0.8294,0.192511,0.0396744,0.880831,0.907031,0.85541,0.806921,0.810907,0.879658,0.634544,0.0312331,0.951841,0.03968,0.0283905,0.72062,0.570044,0.0461378,0.251498,0.500354,0.873819,0.627374,0.0364021,0.88025
-1.0,0.0549585,0.219244,0.0165852,0.619935,0.0307784,0.0479925,0.109789,0.024228,0.0345454,0.827562,0.0168751,0.953854,0.831537,0.550606,0.666402,0.836032,0.782292,0.722253,0.0567152,0.749127,0.813943,0.877755,0.0209587,0.0646781,0.201648,0.0321803,0.569397,0.0607732,0.0256247,0.825988,0.880651,0.500541,0.757897,0.804962,0.951038,0.0314493,0.0316489,0.757116,0.835018,0.299848,0.763279,0.463955,0.96836,0.595028,0.763205,0.601786,0.741753,0.032352,0.847412,0.0439537,0.746584,0.812361,0.739323,0.0329327,0.882459,0.902707,0.0358529,0.967412,0.981802,0.708971,0.5058,0.0226487,0.518945,0.851122,0.900976,0.709541,0.040511,0.867417,0.022719,0.108323,0.871082,0.837937,0.756256,0.727172,0.979912,0.0420353,0.0215133,0.968126,0.0128972,0.026689,0.039251,0.0385661,0.0222334,0.743311,0.767493,0.811162,0.0227824,0.795009,0.828639,0.166128,0.0299041,0.862934,0.897382,0.861284,0.815576,0.730024,0.823551,0.74109,0.029147,0.952076,0.0473673,0.02358,0.711702,0.622541,0.0344342,0.18022,0.31775,0.85752,0.6103,0.0138001,0.900391
-1.0,0.0550459,0.253071,0.0111245,0.600846,0.0386057,0.0486374,0.124933,0.0188216,0.0263102,0.866447,0.0121148,0.960172,0.821498,0.577727,0.634952,0.854092,0.85802,0.803084,0.060499,0.763763,0.846279,0.901606,0.0264359,0.0448007,0.218284,0.0364404,0.594911,0.0464374,0.0276591,0.844495,0.896484,0.516551,0.811988,0.815836,0.945634,0.0323131,0.0336868,0.801,0.870438,0.269072,0.765818,0.303176,0.967589,0.670759,0.814139,0.625083,0.798344,0.0291958,0.823376,0.0444885,0.830898,0.90161,0.767638,0.0387342,0.85559,0.889972,0.0302043,0.958903,0.979554,0.81858,0.502361,0.0207297,0.477034,0.853913,0.905101,0.746051,0.0307981,0.872152,0.0266005,0.0923728,0.839634,0.870451,0.786401,0.771672,0.97204,0.0329508,0.0480381,0.968887,0.012889,0.0184797,0.0228702,0.0413888,0.0158901,0.789975,0.810671,0.822184,0.0202476,0.824652,0.847035,0.200957,0.0408621,0.9103,0.904043,0.861299,0.874064,0.796544,0.842356,0.70124,0.0308419,0.963231,0.04991,0.0255965,0.734533,0.615017,0.0375307,0.216867,0.428343,0.849578,0.638983,0.0269212,0.884558
-1.0,0.0512803,0.274418,0.0233016,0.666603,0.0379665,0.0475987,0.245384,0.0244997,0.0399833,0.790079,0.0213842,0.967187,0.793232,0.535192,0.611999,0.848091,0.852197,0.679001,0.0498184,0.757202,0.836078,0.878065,0.0215038,0.0679143,0.250931,0.025672,0.609776,0.0791512,0.0238378,0.839414,0.864512,0.536464,0.79122,0.799637,0.957036,0.034822,0.0320296,0.720442,0.851899,0.278266,0.745158,0.350555,0.969008,0.714356,0.814524,0.623483,0.773313,0.0379239,0.832753,0.0545923,0.719591,0.818204,0.709132,0.0353577,0.85515,0.911186,0.0410462,0.963754,0.977023,0.75448,0.498669,0.0271934,0.51884,0.829234,0.911272,0.667178,0.0412054,0.874015,0.0293935,0.106931,0.781958,0.853443,0.81073,0.778097,0.968894,0.0527078,0.0245059,0.967976,0.014355,0.0222176,0.0492673,0.0430987,0.0182384,0.774283,0.821312,0.826278,0.0217418,0.78492,0.795878,0.187999,0.0305954,0.873247,0.936856,0.832939,0.813223,0.756725,0.854638,0.789243,0.0258221,0.955701,0.048637,0.0243295,0.840722,0.605634,0.0307793,0.264647,0.387935,0.791513,0.568223,0.0317839,0.923209
