class,cg04875128,cg21051964,cg15256305,cg00590036,cg03735012,cg12559685,cg21399832,cg01953615,cg10584587,cg03760191
-1.0,0.462636,0.923308,0.360161,0.145351,0.487496,0.837868,0.55146,0.792024,0.925351,0.897329
-1.0,0.519359,0.952457,0.557628,0.169918,0.559216,0.909447,0.55593,0.839699,0.975926,0.927852
-1.0,0.481594,0.932437,0.298788,0.177317,0.514264,0.881133,0.547182,0.864628,0.93825,0.937515
-1.0,0.515261,0.935324,0.451879,0.169946,0.505081,0.878091,0.494568,0.791566,0.956314,0.878365
-1.0,0.501559,0.943249,0.443848,0.130225,0.542645,0.910146,0.545023,0.864408,0.967297,0.91181
-1.0,0.486825,0.952906,0.398428,0.154945,0.558162,0.865911,0.549878,0.883668,0.965416,0.926373
-1.0,0.440221,0.928695,0.336962,0.192168,0.457838,0.891118,0.52927,0.900858,0.964397,0.912377
-1.0,0.467322,0.910235,0.505445,0.159034,0.542239,0.899813,0.509085,0.81603,0.981268,0.904867
-1.0,0.461856,0.93748,0.480984,0.138826,0.626731,0.906127,0.5323,0.739066,0.92644,0.937958
-1.0,0.471367,0.940891,0.415037,0.159389,0.542988,0.813742,0.524791,0.774702,0.978117,0.890618
-1.0,0.48545,0.937141,0.473188,0.160216,0.573704,0.894678,0.537495,0.81805,0.96441,0.897177
-1.0,0.54326,0.951583,0.359823,0.110513,0.622806,0.869828,0.654424,0.772711,0.9789,0.94091
-1.0,0.549538,0.955694,0.614991,0.15474,0.591798,0.899592,0.620478,0.851395,0.972749,0.909635
-1.0,0.498005,0.94478,0.323357,0.187065,0.51327,0.901217,0.552702,0.869503,0.977994,0.931349
-1.0,0.510469,0.928082,0.41938,0.141123,0.445118,0.881581,0.59951,0.811833,0.969927,0.917729
-1.0,0.480389,0.916453,0.419529,0.122166,0.537029,0.820803,0.539689,0.762817,0.983743,0.921251
-1.0,0.380799,0.918985,0.308806,0.149496,0.50308,0.811689,0.51225,0.772176,0.980243,0.887601
-1.0,0.536354,0.882496,0.347565,0.162847,0.544666,0.89047,0.582666,0.860272,0.964056,0.921199
-1.0,0.452705,0.924734,0.361084,0.194155,0.54268,0.91493,0.577728,0.861184,0.966009,0.907806
-1.0,0.543849,0.952615,0.489621,0.138182,0.61013,0.91743,0.587769,0.901639,0.974152,0.944315
-1.0,0.486956,0.939859,0.368912,0.148071,0.568226,0.859221,0.537267,0.881911,0.963343,0.898357
-1.0,0.48436,0.937647,0.324642,0.163876,0.547412,0.827152,0.497633,0.807505,0.92291,0.893958
-1.0,0.525096,0.936862,0.462317,0.100172,0.568778,0.860229,0.626112,0.943141,0.981941,0.919911
-1.0,0.544911,0.950398,0.507961,0.158911,0.557773,0.896575,0.580161,0.950375,0.975199,0.931833
-1.0,0.503439,0.933648,0.169265,0.177853,0.445001,0.881469,0.521481,0.833848,0.976964,0.929012
-1.0,0.534622,0.956098,0.474805,0.205678,0.576568,0.918906,0.575495,0.852149,0.985827,0.913928
-1.0,0.467621,0.921052,0.477635,0.152666,0.527878,0.861321,0.530536,0.867932,0.957578,0.896532
-1.0,0.490772,0.912944,0.353823,0.160276,0.536175,0.800098,0.53088,0.726399,0.953394,0.846686
-1.0,0.468592,0.918828,0.485298,0.150915,0.54686,0.914336,0.543678,0.900396,0.960001,0.940029
-1.0,0.452312,0.940358,0.32921,0.176496,0.480082,0.861919,0.517725,0.803845,0.969028,0.869207
-1.0,0.455268,0.956243,0.452033,0.186052,0.497531,0.86894,0.495117,0.856241,0.980444,0.83581
-1.0,0.55473,0.92937,0.512344,0.149724,0.6505,0.916834,0.631089,0.887106,0.970598,0.894632
-1.0,0.521718,0.932455,0.511914,0.191339,0.572455,0.879343,0.535198,0.848499,0.964071,0.912795
-1.0,0.482818,0.959546,0.521138,0.197272,0.529872,0.893232,0.512795,0.863102,0.974911,0.932089
-1.0,0.443856,0.920845,0.289467,0.16134,0.588067,0.883841,0.588974,0.913824,0.982001,0.891217
-1.0,0.519305,0.952746,0.290444,0.164946,0.571658,0.922022,0.628939,0.839366,0.968938,0.928178
-1.0,0.463066,0.922731,0.4002,0.192034,0.565684,0.884377,0.551942,0.913654,0.966256,0.919804
-1.0,0.535609,0.928623,0.40621,0.184663,0.559407,0.820957,0.57854,0.849466,0.971193,0.913406
-1.0,0.490146,0.947176,0.481392,0.173479,0.591027,0.908906,0.588258,0.857295,0.956692,0.946478
-1.0,0.528489,0.959229,0.487383,0.165929,0.585269,0.927951,0.590141,0.899919,0.98085,0.948891
-1.0,0.523699,0.932842,0.552176,0.176473,0.608896,0.911046,0.615733,0.964462,0.979656,0.935896
-1.0,0.501977,0.94082,0.274942,0.150547,0.528759,0.901758,0.556292,0.832813,0.966397,0.946632
-1.0,0.524599,0.948568,0.367219,0.177153,0.555812,0.919528,0.598113,0.914079,0.974149,0.929241
-1.0,0.457962,0.946302,0.341354,0.173971,0.554515,0.876207,0.553695,0.756089,0.954236,0.928752
-1.0,0.48819,0.95297,0.541546,0.161771,0.56637,0.907777,0.59329,0.832164,0.977519,0.949106
-1.0,0.503607,0.898562,0.423138,0.216856,0.516079,0.839249,0.574003,0.902456,0.982713,0.916319
-1.0,0.282047,0.80403,0.101316,0.175054,0.072667,0.843845,0.346699,0.941752,0.985062,0.821413
-1.0,0.48405,0.949182,0.468968,0.165199,0.572078,0.922772,0.609997,0.857808,0.975188,0.950551
-1.0,0.509555,0.955332,0.536869,0.168181,0.590613,0.916239,0.608279,0.874098,0.973754,0.943356
-1.0,0.523191,0.946413,0.517987,0.203745,0.559843,0.887269,0.612442,0.877515,0.969937,0.941768
-1.0,0.538639,0.948539,0.579446,0.194944,0.57142,0.860686,0.607283,0.897629,0.97511,0.953369
-1.0,0.556621,0.964233,0.463202,0.180211,0.6192,0.918878,0.617701,0.842619,0.982036,0.949242
-1.0,0.482637,0.941771,0.453087,0.170696,0.499681,0.880104,0.535571,0.881422,0.978996,0.947133
-1.0,0.514121,0.932348,0.45647,0.197867,0.571526,0.914235,0.550686,0.930182,0.978372,0.937069
-1.0,0.506672,0.939722,0.472301,0.156894,0.588589,0.846721,0.571095,0.864045,0.982281,0.909193
-1.0,0.542842,0.939623,0.455763,0.193335,0.60362,0.840506,0.598095,0.850149,0.983153,0.92125
-1.0,0.502237,0.9474,0.531006,0.1795,0.604391,0.900362,0.630826,0.845344,0.977409,0.930078
-1.0,0.517174,0.949186,0.429623,0.133038,0.574203,0.906945,0.626514,0.868986,0.964342,0.947511
-1.0,0.524768,0.944573,0.48772,0.182216,0.582029,0.900021,0.614263,0.782924,0.980257,0.940188
-1.0,0.485165,0.930113,0.542403,0.176038,0.540044,0.878902,0.540026,0.89783,0.975509,0.931565
-1.0,0.492778,0.938529,0.523957,0.221805,0.523698,0.903845,0.563666,0.89246,0.976161,0.915956
-1.0,0.542998,0.955718,0.500203,0.222239,0.58599,0.909372,0.618284,0.90458,0.969289,0.931812
-1.0,0.460158,0.940431,0.446388,0.175197,0.472991,0.886158,0.518567,0.812221,0.947396,0.922444
-1.0,0.554225,0.955349,0.529239,0.199727,0.632986,0.917759,0.672209,0.848189,0.970569,0.967935
-1.0,0.501824,0.940324,0.512789,0.177923,0.546459,0.917521,0.551244,0.900168,0.977902,0.863007
-1.0,0.547619,0.947679,0.49635,0.172482,0.59901,0.923593,0.610925,0.889202,0.963844,0.905891
-1.0,0.476031,0.940265,0.436217,0.22046,0.533344,0.903413,0.570484,0.86286,0.973011,0.933524
-1.0,0.511452,0.964721,0.495808,0.15685,0.569936,0.886102,0.620392,0.871981,0.978996,0.96718
-1.0,0.477588,0.955267,0.396459,0.208381,0.421564,0.850683,0.560182,0.927027,0.976857,0.950908
-1.0,0.508253,0.94666,0.42483,0.20494,0.535,0.90094,0.584857,0.887409,0.974066,0.930415
-1.0,0.554843,0.945098,0.379993,0.204956,0.556586,0.912234,0.5852,0.871345,0.97417,0.934575
-1.0,0.535381,0.958481,0.57843,0.175021,0.598512,0.912119,0.630323,0.905003,0.964883,0.928703
-1.0,0.518489,0.958817,0.491663,0.205277,0.518488,0.870363,0.612888,0.901444,0.982089,0.934941
-1.0,0.470861,0.939883,0.516626,0.19769,0.555921,0.903271,0.59096,0.826878,0.965627,0.894308
-1.0,0.442764,0.944093,0.38234,0.207515,0.536212,0.8853,0.535248,0.808107,0.957178,0.939311
-1.0,0.544741,0.950021,0.508957,0.215327,0.555823,0.85556,0.605755,0.94939,0.974849,0.957148
-1.0,0.533353,0.922614,0.561597,0.180229,0.562678,0.905763,0.635351,0.941136,0.981858,0.931739
-1.0,0.555039,0.962653,0.429076,0.163197,0.611345,0.889332,0.620065,0.93438,0.978499,0.970789
-1.0,0.562825,0.947788,0.592563,0.192656,0.579486,0.886884,0.61469,0.956527,0.979908,0.946032
-1.0,0.541731,0.95355,0.57543,0.155477,0.559291,0.941416,0.617904,0.930063,0.976354,0.962215
-1.0,0.505738,0.956227,0.562312,0.214095,0.560499,0.889597,0.599529,0.911377,0.967745,0.934416
-1.0,0.531702,0.96224,0.538494,0.189007,0.599687,0.921248,0.598095,0.919884,0.973902,0.955215
