class,cg27413732,cg07804728,cg20716209,cg26864230,cg21946667,cg24046864,cg21051964,cg19212550,cg17590135,cg21948655,cg22407458,cg01338084,cg04500632,cg10462643,cg05415871,cg11693709,cg27009008,cg10334121,cg17492891,cg10678486,cg27349795,cg25141069,cg05835416,cg13590117,cg23099959,cg26996201,cg23018039,cg05714219,cg08957018,cg12624829,cg07676859,cg02061431,cg04704634,cg22052948,cg06475503,cg14862260,cg01248426,cg26916609,cg05634428,cg25986322,cg04875128,cg22641350,cg10150615,cg26154534,cg09545123,cg23843090,cg11354603,cg18764516,cg02515103,cg11851429,cg03760191,cg02825728,cg06359059,cg05241830,cg06804311,cg20488820,cg08185095,cg15004938,cg20416129,cg27627006,cg05482498,cg05115468,cg01970427,cg00656478,cg22850234,cg26333652,cg05419984,cg15094912,cg04992576,cg14640772,cg05212836,cg19722347,cg05497345,cg17371436,cg13969273,cg13956443,cg09278980,cg05070626,cg11969637,cg22209441,cg19958866,cg24800175,cg12698628,cg14332346,cg11826324,cg03068376,cg08327690,cg00855396,cg02000145,cg22867629,cg00949670,cg19998533,cg12559685,cg08118581,cg21492137,cg17208530,cg02558362,cg27138727,cg02255700,cg23668257,cg20578893,cg01918222,cg22541336,cg21375869,cg07871971,cg26435172,cg23008404,cg22498143,cg26362488,cg00985564,cg08642716,cg11323483,cg15879426,cg18020955,cg04475375,cg03087607,cg10599951,cg14992768,cg21149764,cg27237541,cg26614578,cg26820845,cg06490988,cg05886952,cg19747632
4.0,0.0573021,0.912637,0.0270317,0.0494863,0.844502,0.82087,0.94728,0.813213,0.944036,0.830752,0.452039,0.0239656,0.889597,0.88387,0.941239,0.67557,0.014587,0.874749,0.0321823,0.0384718,0.0279108,0.0330475,0.645977,0.957472,0.904329,0.0568702,0.914998,0.0371091,0.0322142,0.0282855,0.678867,0.0560797,0.780161,0.560993,0.948672,0.875568,0.579091,0.940286,0.635902,0.778007,0.51112,0.937122,0.080345,0.189515,0.0716333,0.836947,0.897685,0.0212138,0.0259692,0.0279583,0.936794,0.699303,0.0257435,0.843682,0.9759,0.0814872,0.767949,0.753639,0.842081,0.211981,0.16599,0.0248986,0.925398,0.817058,0.0304676,0.666015,0.0692519,0.0352079,0.827582,0.111754,0.0308786,0.872432,0.109326,0.0346861,0.0285475,0.864009,0.316307,0.0544957,0.693629,0.667116,0.0328175,0.1055,0.396821,0.0279949,0.676673,0.0405873,0.0223605,0.884728,0.0232773,0.765161,0.0359199,0.410308,0.928078,0.877693,0.852472,0.685648,0.515702,0.0488819,0.0752958,0.059213,0.926419,0.486585,0.889986,0.239787,0.949899,0.517286,0.847264,0.0481975,0.022766,0.902704,0.787715,0.891056,0.952051,0.507317,0.104803,0.301393,0.916595,0.664738,0.894201,0.579173,0.0467184,0.0646152,0.182743,0.0159285,0.0450464
4.0,0.0757526,0.896413,0.0266903,0.0294461,0.833135,0.839044,0.951923,0.848294,0.946882,0.8222,0.420407,0.015711,0.899244,0.874105,0.96678,0.658582,0.0104281,0.899123,0.0172223,0.0357832,0.0228731,0.0196873,0.679345,0.924229,0.903752,0.0231629,0.920342,0.025052,0.0147237,0.0204175,0.612279,0.0673216,0.792653,0.533467,0.952895,0.900148,0.603629,0.960269,0.580971,0.783795,0.475084,0.972991,0.0299904,0.160121,0.0375021,0.85175,0.808705,0.0196902,0.0194386,0.0175415,0.91423,0.656842,0.0165435,0.810112,0.983049,0.0794255,0.66395,0.728481,0.801807,0.237386,0.0858304,0.0167918,0.939984,0.819294,0.018561,0.627565,0.0378491,0.0205692,0.842416,0.0563459,0.0303742,0.906079,0.0827713,0.020486,0.0205432,0.877353,0.369666,0.0216312,0.643013,0.68805,0.0226828,0.0442333,0.157175,0.0288031,0.688281,0.0289499,0.0202217,0.864577,0.0359594,0.726202,0.0177738,0.420709,0.915112,0.854435,0.829725,0.692222,0.529292,0.0283591,0.0560396,0.0415,0.934237,0.536907,0.885058,0.124638,0.910214,0.478056,0.868459,0.0313799,0.0133964,0.900702,0.761527,0.882715,0.97038,0.48508,0.0511763,0.216103,0.93708,0.632416,0.928293,0.571741,0.0207858,0.0314656,0.151453,0.0105729,0.0360102
4.0,0.0501436,0.918787,0.0245213,0.0180205,0.796805,0.86379,0.956308,0.810899,0.936708,0.845879,0.359589,0.0193066,0.893258,0.833638,0.973015,0.634171,0.0100093,0.907797,0.012912,0.0414437,0.0188436,0.0156008,0.712639,0.958546,0.90863,0.0159337,0.915916,0.01851,0.0190332,0.0236429,0.708052,0.049197,0.804126,0.608067,0.948441,0.92347,0.563873,0.96673,0.4785,0.78305,0.507828,0.960296,0.0453905,0.16074,0.0175061,0.851125,0.88687,0.0231086,0.022709,0.0107132,0.928012,0.64211,0.0234827,0.77747,0.982719,0.0541705,0.717721,0.715401,0.855625,0.190739,0.127694,0.0257322,0.923713,0.798219,0.013542,0.688109,0.0496499,0.0196306,0.823634,0.0571679,0.0252607,0.897301,0.0832612,0.0273885,0.0155131,0.879815,0.293827,0.0460431,0.650392,0.643086,0.0212477,0.03344,0.208221,0.00399732,0.660414,0.0237376,0.0157888,0.931456,0.0301283,0.689208,0.0177037,0.438257,0.886766,0.855881,0.827711,0.695546,0.486198,0.0360135,0.0480296,0.0166515,0.403217,0.422358,0.887327,0.129359,0.872993,0.436056,0.904129,0.0362599,0.0208218,0.876799,0.749721,0.920718,0.97341,0.512958,0.0789182,0.274556,0.931661,0.708979,0.909493,0.574137,0.0442556,0.0391383,0.127651,0.0144855,0.0248297
4.0,0.0484568,0.907722,0.0382039,0.0332765,0.829611,0.828067,0.939214,0.829465,0.951663,0.858461,0.527142,0.0180074,0.9022,0.89807,0.964207,0.70004,0.010449,0.852306,0.0199327,0.0344943,0.0282897,0.0189627,0.689354,0.951099,0.898506,0.0387437,0.929536,0.0257964,0.0180625,0.0262289,0.702945,0.0840523,0.808607,0.700409,0.955552,0.893274,0.645328,0.973995,0.626695,0.787138,0.597309,0.974601,0.0423378,0.121505,0.0419597,0.850089,0.871889,0.0216469,0.0258046,0.0173908,0.96738,0.754128,0.0266462,0.799186,0.98281,0.10393,0.714405,0.728093,0.894622,0.313301,0.0827593,0.0245453,0.93573,0.830939,0.0236437,0.722539,0.063307,0.0215721,0.851128,0.0427712,0.0264493,0.888861,0.101721,0.0239716,0.0283024,0.863183,0.39343,0.043045,0.695205,0.666061,0.0195358,0.117105,0.423682,0.029135,0.722948,0.033543,0.034389,0.901912,0.0201998,0.793754,0.0236847,0.462137,0.912704,0.857669,0.802246,0.748603,0.552062,0.0291477,0.0536518,0.0414003,0.935738,0.642055,0.878231,0.259164,0.920478,0.598076,0.862852,0.0367701,0.0168564,0.896771,0.791243,0.908911,0.970111,0.576681,0.0825423,0.359882,0.941725,0.716393,0.879143,0.689928,0.0232027,0.0841734,0.269269,0.0121085,0.0474169
4.0,0.0590837,0.92348,0.0207614,0.0386036,0.755829,0.834272,0.946217,0.692923,0.41383,0.844403,0.478191,0.0195748,0.904647,0.873478,0.970027,0.650662,0.014256,0.899261,0.0177516,0.0297109,0.0206513,0.017283,0.54059,0.947487,0.884875,0.0121312,0.91951,0.0282118,0.0154173,0.021662,0.667102,0.0504282,0.806388,0.599072,0.946216,0.839687,0.588304,0.765464,0.616611,0.740202,0.526757,0.959746,0.0596693,0.128877,0.0700426,0.854756,0.807062,0.0215883,0.035301,0.0133602,0.887211,0.725892,0.0222667,0.808629,0.979012,0.0547244,0.43363,0.764088,0.843056,0.280374,0.110339,0.0254913,0.952678,0.837457,0.0312288,0.653423,0.0566152,0.0242445,0.833525,0.0613937,0.0321434,0.890852,0.122458,0.026402,0.024084,0.856253,0.239297,0.0248042,0.750295,0.688359,0.0259778,0.120517,0.0378146,0.00593382,0.650362,0.029238,0.0203823,0.894545,0.0468539,0.76954,0.0207795,0.490092,0.866646,0.852484,0.820703,0.747284,0.36605,0.0373776,0.0568945,0.0402255,0.925747,0.490301,0.866354,0.236195,0.857544,0.475948,0.855694,0.0436107,0.0214984,0.894334,0.811464,0.86757,0.963657,0.421804,0.0591583,0.32685,0.929241,0.666963,0.924117,0.535488,0.0325342,0.0536745,0.245965,0.0147825,0.0426974
4.0,0.0599271,0.924408,0.0284731,0.0347778,0.81179,0.846593,0.925178,0.805253,0.933718,0.858307,0.375124,0.020579,0.888494,0.836369,0.962088,0.682086,0.00885276,0.915311,0.0155472,0.0250586,0.0205894,0.0219249,0.65981,0.940592,0.923238,0.0172588,0.918845,0.02376,0.0145562,0.0273759,0.670608,0.0489602,0.767409,0.551357,0.953759,0.909919,0.613828,0.760961,0.465628,0.759075,0.550342,0.954397,0.0320009,0.117845,0.0457412,0.85388,0.822459,0.0180541,0.0197533,0.0175894,0.923172,0.727201,0.0171885,0.794369,0.985956,0.0729896,0.686197,0.724271,0.863661,0.279032,0.0767694,0.0173384,0.930816,0.808307,0.0234623,0.682661,0.0423796,0.0218748,0.840184,0.0513344,0.0243051,0.886622,0.0823993,0.0185072,0.0210931,0.903894,0.275112,0.0376391,0.677095,0.734162,0.0169759,0.039348,0.306109,0.0227324,0.684482,0.0276262,0.018844,0.885151,0.0269119,0.704765,0.0192236,0.429405,0.882257,0.870848,0.857851,0.728842,0.532264,0.0313836,0.0590065,0.0352353,0.923868,0.526976,0.882735,0.163214,0.906429,0.549253,0.878318,0.0345116,0.0144606,0.903654,0.820055,0.893105,0.968664,0.491146,0.051299,0.301946,0.934483,0.735098,0.910493,0.638197,0.023312,0.0336241,0.179414,0.00985612,0.037362
4.0,0.0584973,0.915019,0.0236412,0.0342416,0.798249,0.833778,0.948898,0.810893,0.94476,0.860302,0.421061,0.019476,0.89691,0.84016,0.963183,0.677738,0.0108921,0.917539,0.0206363,0.0436922,0.029412,0.0213725,0.669876,0.952888,0.915552,0.0310665,0.919585,0.0288282,0.0177818,0.0279432,0.704843,0.0697282,0.795555,0.678604,0.955359,0.884104,0.591936,0.818548,0.508936,0.778331,0.523573,0.964937,0.0446797,0.141233,0.0430051,0.84776,0.832117,0.0251222,0.0250747,0.0236249,0.937605,0.793603,0.0209207,0.840649,0.980445,0.0804989,0.631358,0.777042,0.887679,0.280375,0.112255,0.0258451,0.921418,0.863865,0.031406,0.674032,0.0605192,0.0309488,0.832303,0.069101,0.0358861,0.882556,0.100235,0.0288562,0.0224453,0.892081,0.257956,0.0445654,0.68612,0.703246,0.0241443,0.0376244,0.266693,0.0326048,0.749759,0.0409346,0.0258491,0.903121,0.0228816,0.721069,0.021462,0.390005,0.888254,0.845692,0.831097,0.741468,0.479766,0.0326509,0.0537008,0.0438112,0.924069,0.601069,0.863941,0.230443,0.930022,0.482061,0.870198,0.0353089,0.0164629,0.888713,0.795032,0.864168,0.958532,0.460245,0.0615157,0.345098,0.920581,0.728468,0.907661,0.598551,0.0308923,0.051765,0.211159,0.0143547,0.0421958
4.0,0.0390209,0.920631,0.0229273,0.0251464,0.807396,0.792413,0.949041,0.826481,0.928196,0.844847,0.42774,0.0151516,0.873343,0.837386,0.966735,0.639734,0.00941586,0.877402,0.0142276,0.0368124,0.0229625,0.0170915,0.754864,0.937335,0.91527,0.0108545,0.915151,0.0265811,0.0133834,0.0314561,0.698446,0.0478793,0.798966,0.595929,0.950223,0.892529,0.589548,0.953384,0.630031,0.713863,0.523268,0.967593,0.0303076,0.205437,0.0317902,0.861616,0.809514,0.0219449,0.0214492,0.0137225,0.923366,0.633712,0.0177457,0.813139,0.985486,0.125488,0.551488,0.775486,0.843734,0.207471,0.123627,0.0197424,0.929573,0.807272,0.0158719,0.677741,0.0451139,0.0225831,0.824387,0.028213,0.0152439,0.910799,0.107775,0.020818,0.0201935,0.873536,0.327332,0.0395704,0.670724,0.679053,0.0216597,0.0424695,0.402644,0.0423026,0.747983,0.0293818,0.0261389,0.910558,0.0292387,0.688685,0.017031,0.374736,0.887594,0.874561,0.858083,0.767912,0.551202,0.0239168,0.0420251,0.0340691,0.186553,0.516744,0.894984,0.12755,0.892659,0.504661,0.882666,0.0348168,0.0129985,0.89299,0.78534,0.875376,0.966617,0.475563,0.0565924,0.296865,0.914453,0.717633,0.936081,0.626776,0.0173517,0.0919123,0.0788865,0.0103329,0.0287602
4.0,0.0622164,0.912257,0.0202623,0.0267612,0.805594,0.864067,0.948033,0.710363,0.954894,0.853554,0.373609,0.0276178,0.885243,0.869323,0.963263,0.656262,0.00969238,0.890087,0.0393531,0.0385177,0.0230956,0.0196071,0.626906,0.946026,0.893793,0.0080311,0.945993,0.0236302,0.0356498,0.0209595,0.677269,0.0462512,0.767244,0.679614,0.946812,0.890098,0.61886,0.955943,0.521253,0.7554,0.494294,0.956813,0.0798771,0.104969,0.0778766,0.833473,0.80914,0.026081,0.0318681,0.0106307,0.913071,0.720224,0.0184699,0.825769,0.977793,0.152639,0.702117,0.727999,0.861927,0.199176,0.105808,0.0231349,0.891657,0.829607,0.0334336,0.700502,0.0499812,0.042482,0.821918,0.0548741,0.0315934,0.886532,0.102149,0.0243443,0.0238825,0.904752,0.369879,0.0421372,0.798334,0.701762,0.0367968,0.0297752,0.317585,0.0145021,0.719092,0.038379,0.0128396,0.887243,0.0271076,0.766696,0.0367161,0.432774,0.894404,0.888024,0.874398,0.720841,0.558992,0.0410668,0.0810897,0.0557871,0.929538,0.496038,0.903637,0.221221,0.912259,0.39554,0.843779,0.0244552,0.0206248,0.894726,0.752395,0.890084,0.963782,0.571806,0.0928111,0.348826,0.93579,0.744107,0.947607,0.527069,0.0406096,0.0465422,0.160126,0.0125696,0.0374245
4.0,0.0617305,0.909973,0.0257986,0.0265227,0.806444,0.83278,0.94926,0.819362,0.948379,0.822319,0.415217,0.0206764,0.896473,0.882369,0.970936,0.639851,0.0125857,0.872824,0.0183354,0.0314193,0.0247919,0.0188654,0.598232,0.946316,0.908068,0.022782,0.912005,0.0249952,0.0190148,0.0239761,0.698169,0.0688932,0.806174,0.704275,0.945864,0.886288,0.626444,0.946367,0.471511,0.724091,0.542047,0.963274,0.0432766,0.130031,0.0558531,0.864755,0.857212,0.0245733,0.0307947,0.00584479,0.938867,0.699389,0.0182924,0.874299,0.978301,0.0648099,0.693224,0.698427,0.865082,0.207846,0.111522,0.0250398,0.929135,0.817016,0.0221925,0.66397,0.0593003,0.0227779,0.849743,0.0715242,0.0298584,0.898524,0.103119,0.0313742,0.0206077,0.881308,0.365159,0.0398775,0.668952,0.66983,0.027025,0.13563,0.460269,0.0266199,0.723693,0.0310144,0.0448456,0.843638,0.0355054,0.72584,0.020018,0.525324,0.905157,0.8435,0.850443,0.710449,0.535165,0.0328764,0.0524477,0.0474511,0.901937,0.504411,0.8791,0.2007,0.89668,0.478297,0.847715,0.0462547,0.0246572,0.894623,0.805664,0.877023,0.964745,0.547677,0.0620029,0.333771,0.900576,0.699254,0.916605,0.63669,0.0277455,0.0419667,0.130153,0.0166299,0.0467749
4.0,0.0442337,0.910636,0.0227871,0.0146125,0.830515,0.861163,0.954712,0.823009,0.956246,0.853048,0.410481,0.0267327,0.907505,0.869768,0.974019,0.677745,0.00884159,0.871044,0.0156316,0.0210801,0.0262016,0.0168054,0.662951,0.94802,0.907666,0.00990521,0.904763,0.0189974,0.0256761,0.0271066,0.701458,0.0572983,0.751343,0.652556,0.946865,0.914142,0.631215,0.959616,0.371955,0.82265,0.570981,0.967097,0.0600569,0.140783,0.0216849,0.873543,0.898746,0.021192,0.0293676,0.0139182,0.978691,0.711154,0.0155782,0.798358,0.985994,0.0819919,0.539582,0.692848,0.844381,0.226592,0.0930891,0.0224735,0.94443,0.816028,0.0130335,0.703562,0.0466441,0.0220207,0.854194,0.067602,0.0269955,0.888417,0.0997809,0.0283824,0.0201012,0.872209,0.20344,0.0581893,0.646585,0.641185,0.0153104,0.029676,0.401504,0.00117484,0.697162,0.029216,0.013624,0.893603,0.0411145,0.701624,0.0232334,0.443212,0.930638,0.879199,0.866569,0.738031,0.56122,0.0466069,0.0433611,0.0427972,0.94456,0.535649,0.886191,0.181125,0.904386,0.517057,0.884112,0.0355967,0.0196173,0.896176,0.800707,0.885032,0.974497,0.580667,0.0976078,0.301601,0.927829,0.687449,0.931484,0.523362,0.0514959,0.0480866,0.152235,0.0112715,0.0275559
2.0,0.0520569,0.861819,0.0208829,0.0299685,0.699048,0.859967,0.893473,0.831503,0.965664,0.927565,0.25061,0.0291314,0.89108,0.84065,0.88558,0.708299,0.0088188,0.829973,0.0143949,0.0479372,0.0256349,0.0141456,0.7132,0.880151,0.916555,0.0292697,0.950236,0.0315723,0.0160677,0.0244342,0.457295,0.109551,0.813222,0.348702,0.955538,0.952415,0.647699,0.920459,0.480909,0.783126,0.361889,0.929621,0.0617733,0.323583,0.045794,0.871589,0.602656,0.0175914,0.0371321,0.00966903,0.821127,0.579477,0.0178452,0.837703,0.984169,0.0585425,0.78436,0.791834,0.849395,0.262912,0.217947,0.022839,0.940884,0.822244,0.0333399,0.499554,0.0448477,0.0260418,0.825189,0.0986596,0.0275627,0.57848,0.0978941,0.0239329,0.0238488,0.889785,0.101589,0.0287371,0.580798,0.750131,0.0257217,0.0281487,0.34441,0.00280271,0.698942,0.0264063,0.0171401,0.887297,0.02589,0.804582,0.0153321,0.52955,0.674114,0.853606,0.80783,0.756148,0.379718,0.041191,0.0491106,0.0493844,0.926903,0.48694,0.898818,0.118999,0.729381,0.549224,0.861828,0.0283487,0.0247417,0.931941,0.791586,0.914475,0.970567,0.270547,0.0563901,0.150015,0.943647,0.699704,0.936474,0.503008,0.0318746,0.042332,0.140419,0.0130212,0.042982
2.0,0.0489671,0.899905,0.034767,0.0310187,0.773589,0.831098,0.899402,0.823106,0.96698,0.860414,0.278725,0.0146341,0.886816,0.834869,0.96959,0.678366,0.0152079,0.870711,0.0171467,0.0299931,0.0272943,0.0134916,0.608002,0.922634,0.890185,0.00504362,0.948983,0.0225818,0.0155682,0.0179288,0.570343,0.0463552,0.807558,0.425089,0.953473,0.818927,0.593955,0.875907,0.611535,0.717095,0.451891,0.961825,0.0410454,0.18232,0.039398,0.890445,0.785855,0.0181498,0.0215173,0.0189895,0.872259,0.682821,0.020153,0.813918,0.981769,0.0764325,0.586908,0.747948,0.878305,0.205607,0.114936,0.0179974,0.958645,0.859084,0.0302229,0.59246,0.0488586,0.0196072,0.849492,0.103584,0.0325216,0.900846,0.116825,0.0242599,0.0213782,0.893738,0.11161,0.0392888,0.66055,0.727566,0.0219942,0.0535311,0.110023,0.00452595,0.707657,0.0409748,0.0200557,0.876959,0.0247258,0.771799,0.020603,0.452835,0.821812,0.89507,0.870874,0.745771,0.340075,0.0391626,0.0513442,0.0649587,0.918183,0.53257,0.893312,0.138164,0.859356,0.537371,0.87668,0.0357676,0.0150586,0.883099,0.805422,0.881097,0.970747,0.368219,0.080972,0.241626,0.926481,0.71007,0.890049,0.587117,0.0405457,0.0397617,0.163063,0.0148109,0.0353273
2.0,0.046273,0.914683,0.0305826,0.0258882,0.731926,0.860371,0.892008,0.835675,0.947599,0.874645,0.260686,0.0154717,0.897063,0.832266,0.900322,0.737295,0.0140037,0.804658,0.0144315,0.0271959,0.0205066,0.0177383,0.708261,0.924119,0.897788,0.0134357,0.918992,0.0198358,0.0156757,0.0211153,0.417114,0.0723911,0.833611,0.377647,0.944396,0.903334,0.654517,0.955946,0.508156,0.777704,0.396781,0.925544,0.0369496,0.114304,0.0317999,0.864265,0.576382,0.0244008,0.0196505,0.0161364,0.815756,0.627794,0.0222004,0.792834,0.983873,0.0772259,0.699043,0.748653,0.863558,0.226278,0.0821155,0.0168659,0.9232,0.816787,0.0221641,0.580906,0.0475581,0.0257758,0.849232,0.0510724,0.0277777,0.899931,0.0899932,0.021531,0.0198814,0.914366,0.135286,0.0236668,0.681656,0.720556,0.0172548,0.127663,0.447259,0.0229935,0.731069,0.0274643,0.0205564,0.853711,0.0296384,0.71225,0.0199691,0.409497,0.727106,0.872857,0.831975,0.726638,0.480656,0.0253063,0.0505236,0.0403475,0.935554,0.529296,0.904662,0.116839,0.792294,0.536334,0.82742,0.0305435,0.0132007,0.924256,0.790598,0.907562,0.967959,0.307631,0.0540161,0.152449,0.912703,0.734915,0.940363,0.611443,0.0207909,0.0240267,0.118734,0.0106387,0.0330995
2.0,0.0536927,0.851611,0.0274558,0.0298836,0.680489,0.818907,0.864065,0.825518,0.950909,0.858,0.289412,0.0238117,0.886847,0.804478,0.944356,0.686405,0.0115715,0.783774,0.0185273,0.0328469,0.0277542,0.0196601,0.66865,0.924332,0.909749,0.0131646,0.914448,0.0239402,0.021175,0.0275414,0.569812,0.0428098,0.766925,0.434414,0.94474,0.885347,0.632381,0.954047,0.521436,0.746001,0.389933,0.953985,0.0466685,0.137946,0.0375306,0.825085,0.693272,0.0237955,0.0293808,0.0200486,0.864416,0.719071,0.0240344,0.805399,0.981293,0.069646,0.678086,0.745475,0.82899,0.178207,0.0886789,0.0251229,0.912687,0.818044,0.0275658,0.599008,0.0591879,0.0223936,0.819154,0.0621882,0.0331543,0.895199,0.0917737,0.0259269,0.0276202,0.857137,0.211635,0.0482115,0.680892,0.686566,0.0235149,0.0387552,0.426417,0.0283173,0.65878,0.0424134,0.019471,0.883675,0.0354138,0.733124,0.0253673,0.343534,0.704083,0.839837,0.81095,0.737498,0.521533,0.0315365,0.060527,0.0414091,0.920607,0.462388,0.859257,0.142933,0.720708,0.492943,0.817617,0.0389294,0.0188257,0.892689,0.782789,0.896455,0.963558,0.381862,0.0600535,0.239541,0.921642,0.738653,0.911548,0.63429,0.0292993,0.047211,0.156466,0.00418133,0.0438108
2.0,0.047623,0.884536,0.019118,0.0289537,0.805588,0.815446,0.917908,0.790106,0.956039,0.862299,0.258714,0.0180935,0.91854,0.838053,0.895655,0.665709,0.0120601,0.872873,0.0243841,0.0376317,0.0231729,0.0147901,0.683467,0.934923,0.859437,0.0327073,0.942367,0.0235649,0.0234454,0.022952,0.560429,0.0528214,0.801248,0.444946,0.95142,0.890518,0.58528,0.960975,0.525477,0.747723,0.366104,0.932145,0.0560573,0.0795986,0.0296166,0.866221,0.884332,0.0188932,0.0317617,0.0103726,0.907821,0.635242,0.0173245,0.755753,0.982499,0.079741,0.71871,0.778389,0.808423,0.201249,0.106007,0.0196351,0.916128,0.845864,0.034059,0.606792,0.0480938,0.0219197,0.82442,0.058291,0.0296272,0.884957,0.0866874,0.0215227,0.0219555,0.881706,0.138464,0.0513598,0.66683,0.655582,0.0192015,0.0261597,0.36571,0.00321759,0.698254,0.0308441,0.0164237,0.837744,0.0218453,0.756523,0.0179351,0.430591,0.844456,0.863714,0.842898,0.7463,0.444267,0.0392344,0.0630043,0.0507748,0.933274,0.519249,0.881206,0.13045,0.823784,0.476647,0.878437,0.0375098,0.021812,0.903158,0.758459,0.891364,0.9713,0.337607,0.0839633,0.22418,0.925739,0.698572,0.930403,0.548076,0.0356,0.0459543,0.186663,0.013003,0.0263233
2.0,0.0529287,0.887125,0.0347839,0.0253978,0.715887,0.873497,0.915637,0.792396,0.954382,0.841539,0.505336,0.018227,0.908104,0.863553,0.871255,0.71718,0.00886977,0.864376,0.0145454,0.0272868,0.0313509,0.015469,0.718037,0.926322,0.908949,0.0162592,0.918786,0.0255368,0.0136447,0.0229326,0.548831,0.059039,0.811511,0.583416,0.948459,0.951453,0.667709,0.944166,0.601091,0.763383,0.422697,0.918518,0.0430538,0.129289,0.0518897,0.864377,0.831541,0.0220627,0.0230737,0.0168996,0.896312,0.693269,0.019032,0.820911,0.976867,0.0903179,0.586047,0.798636,0.816067,0.282249,0.0419754,0.0279574,0.918838,0.882539,0.0200773,0.588482,0.0544261,0.028987,0.851837,0.0478681,0.0472858,0.905628,0.0934766,0.0208213,0.0262899,0.878245,0.157577,0.040653,0.791647,0.746455,0.021379,0.0328812,0.487924,0.00725976,0.707801,0.0280597,0.0175873,0.899145,0.0366497,0.799154,0.0253116,0.428521,0.730309,0.853424,0.849511,0.749802,0.50966,0.0383178,0.0666701,0.0458924,0.933737,0.597838,0.865724,0.122428,0.795761,0.484427,0.847843,0.0521086,0.0143099,0.920224,0.830408,0.867883,0.96203,0.393863,0.0512524,0.188263,0.909204,0.770053,0.919917,0.618096,0.0301043,0.0442939,0.152305,0.0140728,0.0371508
4.0,0.0363483,0.918429,0.0212292,0.0243345,0.777631,0.795693,0.916782,0.838269,0.927608,0.803896,0.229181,0.0146059,0.88728,0.82927,0.957527,0.672139,0.0114318,0.848475,0.0205475,0.0361643,0.0217867,0.0167199,0.631203,0.953544,0.910505,0.0151872,0.90591,0.0248227,0.0205744,0.0338004,0.564888,0.0688251,0.769952,0.470225,0.951576,0.897462,0.514655,0.950203,0.483888,0.76132,0.413023,0.962498,0.0430255,0.111926,0.0391946,0.806295,0.819412,0.0232586,0.0205133,0.0154131,0.860375,0.525925,0.0181161,0.789488,0.977075,0.0817935,0.743801,0.631187,0.793061,0.157523,0.126191,0.0165811,0.92275,0.810958,0.017285,0.594863,0.0455425,0.020768,0.817711,0.0438713,0.0323359,0.872891,0.0988746,0.0276784,0.0219868,0.87375,0.12462,0.0282419,0.637452,0.618113,0.022363,0.0456809,0.269344,0.0228723,0.659577,0.0288527,0.0201699,0.898853,0.0382414,0.711108,0.0186771,0.34139,0.876526,0.846735,0.820754,0.677369,0.38477,0.0351997,0.0463708,0.0408667,0.933625,0.386643,0.865843,0.0869123,0.855627,0.42369,0.850534,0.0345499,0.0196783,0.913477,0.721463,0.848615,0.963909,0.338385,0.0757656,0.20948,0.913085,0.66076,0.917326,0.552045,0.0257808,0.0268975,0.116636,0.0119456,0.0300877
4.0,0.0477844,0.894309,0.0311143,0.0208522,0.78377,0.840313,0.927858,0.803106,0.961011,0.859593,0.32079,0.0304789,0.929396,0.790908,0.972253,0.645474,0.00935137,0.884133,0.0164794,0.029323,0.0179862,0.0223467,0.645857,0.927999,0.888675,0.0183074,0.930614,0.0269636,0.0155748,0.0208473,0.656683,0.0494573,0.7679,0.529615,0.947134,0.946547,0.563649,0.954407,0.494968,0.77783,0.492861,0.9657,0.069189,0.212545,0.0541063,0.868088,0.803182,0.0188495,0.0263139,0.0131789,0.858764,0.672362,0.0202153,0.784006,0.980727,0.0740186,0.682801,0.738872,0.854335,0.217574,0.108781,0.02446,0.901088,0.784284,0.136211,0.631081,0.0510064,0.0307555,0.829026,0.0525111,0.0367029,0.907808,0.094106,0.0241221,0.0269532,0.888471,0.195824,0.0263155,0.758379,0.69454,0.0259983,0.037108,0.39927,0.00600142,0.692092,0.0267128,0.0246709,0.877611,0.0266574,0.674116,0.0205432,0.357361,0.86005,0.835315,0.850129,0.686953,0.404,0.034698,0.0530357,0.0355181,0.930343,0.42275,0.890319,0.167999,0.856556,0.453205,0.846609,0.0386969,0.0187684,0.893707,0.759817,0.877888,0.969385,0.419998,0.0579075,0.252338,0.934495,0.683646,0.91124,0.593206,0.0301273,0.0372156,0.133112,0.0132383,0.0389565
