class,cg05415871,cg07804728,cg06489728,cg22736354,cg04836492,cg13202751,cg02404636,cg13939055,cg20003638,cg00135497,cg04097388,cg02886806,cg05028639,cg13493426,cg21946667,cg18192222,cg03127558,cg18086664,cg14383422,cg10924085,cg15792367,cg12559685,cg14219896,cg22672359,cg07157058,cg06729093,cg23301740,cg12795947,cg13356175,cg18074954,cg22808692,cg11788523,cg24756378,cg05599106,cg19367176,cg19640789,cg11733430,cg06818047,cg02183025,cg10334121,cg11954230,cg16481556,cg12965202,cg00369443,cg00461685,cg00821186,cg06683177,cg07149267,cg25471715,cg03040554,cg14363146,cg09603381,cg08390760,cg08477640,cg13540805,cg10911354,cg03735012,cg07643912,cg10613684,cg04071270,cg12519676,cg25299750,cg25251562,cg21798667,cg08319417,cg17590135,cg01596963,cg27504738,cg09498007,cg16308533,cg22332266,cg12731868,cg23476885,cg21198531,cg00590036,cg26333652,cg14699765,cg12624829,cg12326244,cg18237551,cg21610439,cg22407458,cg21051964,cg10360139,cg21189611,cg02803914,cg08113526,cg08733933,cg04248312,cg17371014,cg08051310
-1.0,0.965579,0.907203,0.978728,0.335971,0.891447,0.472416,0.0357411,0.524394,0.799982,0.872028,0.881528,0.898941,0.940388,0.937543,0.805524,0.0326621,0.943875,0.0261922,0.555856,0.895473,0.393217,0.883574,0.946178,0.0359507,0.0217939,0.9031,0.909782,0.752374,0.236327,0.401917,0.983785,0.39209,0.742346,0.115823,0.885539,0.981391,0.912322,0.907216,0.463111,0.887224,0.451768,0.973438,0.91642,0.972061,0.846361,0.905149,0.0234503,0.930965,0.538769,0.875797,0.0169396,0.91133,0.0279581,0.923205,0.732012,0.662473,0.561116,0.343492,0.86168,0.793673,0.648241,0.276621,0.911383,0.0274146,0.982736,0.964022,0.604495,0.585843,0.150511,0.880303,0.0572672,0.880918,0.978656,0.0315091,0.15346,0.669167,0.836726,0.0227121,0.756601,0.299572,0.879444,0.38181,0.952465,0.915974,0.958129,0.472256,0.82219,0.581024,0.0299292,0.9417,0.034183
-1.0,0.946096,0.925988,0.97185,0.336968,0.87047,0.549483,0.0225482,0.503706,0.819024,0.890763,0.835684,0.894116,0.946224,0.895443,0.796265,0.0320311,0.93655,0.0368122,0.689322,0.935161,0.323903,0.882335,0.949065,0.0279431,0.0258149,0.905112,0.941257,0.622769,0.230066,0.185839,0.982809,0.340788,0.709029,0.0913113,0.944174,0.985654,0.932245,0.891574,0.563094,0.871588,0.0404775,0.976495,0.92413,0.971467,0.829196,0.848851,0.0205945,0.934555,0.385823,0.863964,0.0137099,0.932762,0.0153917,0.922788,0.715265,0.667725,0.573483,0.425738,0.859141,0.820753,0.681887,0.361087,0.647018,0.0308437,0.978928,0.958676,0.548892,0.539317,0.10645,0.952562,0.103427,0.911602,0.978257,0.0330209,0.140902,0.694694,0.849551,0.0219189,0.834824,0.218824,0.890257,0.415707,0.954246,0.944349,0.949044,0.519629,0.871116,0.54377,0.0323455,0.951109,0.020764
-1.0,0.939229,0.919637,0.973853,0.378447,0.884523,0.385594,0.0220165,0.53093,0.789268,0.874337,0.814672,0.871455,0.940931,0.839282,0.758352,0.0354102,0.93547,0.0189001,0.367023,0.906109,0.314796,0.860112,0.951484,0.0273135,0.016853,0.915807,0.93507,0.754024,0.280705,0.275201,0.983957,0.374112,0.750165,0.0802072,0.909502,0.985841,0.942866,0.915676,0.418597,0.887854,0.0405355,0.976684,0.901859,0.967991,0.717277,0.904142,0.0224362,0.927259,0.496932,0.889243,0.0133473,0.901298,0.0293422,0.924607,0.773107,0.72622,0.414909,0.390319,0.874887,0.716364,0.734895,0.399585,0.882524,0.0253142,0.978135,0.961024,0.53211,0.818301,0.12697,0.906402,0.0399427,0.876487,0.979276,0.0215581,0.153302,0.623091,0.822582,0.0233353,0.85274,0.23277,0.850715,0.453715,0.941595,0.918659,0.963769,0.363461,0.825088,0.542937,0.0487385,0.944228,0.0227343
-1.0,0.947257,0.872493,0.980406,0.324361,0.90323,0.454744,0.0261628,0.412296,0.755825,0.840251,0.854856,0.901028,0.944265,0.899406,0.789117,0.0226262,0.936611,0.0258622,0.437382,0.904288,0.360924,0.847207,0.956041,0.0300803,0.0201514,0.91794,0.938346,0.727428,0.264471,0.332649,0.962684,0.363857,0.669389,0.0773944,0.929335,0.972025,0.950638,0.934407,0.445341,0.853771,0.02746,0.983864,0.910084,0.972529,0.712866,0.87297,0.0160442,0.910513,0.50567,0.884659,0.0109894,0.897942,0.0206119,0.93226,0.699418,0.693597,0.491047,0.412947,0.834691,0.751738,0.654423,0.30747,0.640119,0.0282299,0.97083,0.938843,0.562393,0.623684,0.168751,0.864402,0.0708016,0.87797,0.98252,0.0265986,0.153614,0.612375,0.830645,0.0178701,0.804942,0.234968,0.880273,0.368195,0.961238,0.937979,0.959098,0.425388,0.851282,0.575977,0.0280246,0.628995,0.0210163
-1.0,0.964077,0.91065,0.977496,0.334159,0.896759,0.549855,0.0295615,0.548999,0.821591,0.909824,0.861432,0.88784,0.95325,0.922387,0.770178,0.0209216,0.963496,0.0241585,0.626891,0.926315,0.351307,0.912648,0.947173,0.0304054,0.0288908,0.909375,0.93497,0.779696,0.232199,0.355867,0.984924,0.408742,0.738433,0.0588848,0.88938,0.981209,0.930512,0.923241,0.449307,0.891477,0.0334555,0.974232,0.933702,0.976207,0.779457,0.887792,0.0201572,0.91908,0.434607,0.865534,0.0134027,0.919302,0.0348732,0.916472,0.725026,0.672598,0.564614,0.449867,0.813508,0.750582,0.698025,0.395003,0.889238,0.0364191,0.978385,0.953869,0.559245,0.425023,0.113671,0.870786,0.0349721,0.868217,0.967538,0.142989,0.15688,0.648448,0.820148,0.027779,0.840614,0.287426,0.880041,0.426411,0.944698,0.946008,0.959399,0.448763,0.824917,0.520093,0.0284396,0.920502,0.0243802
-1.0,0.949384,0.893632,0.97558,0.347859,0.869829,0.527079,0.0304902,0.521352,0.848075,0.845062,0.826729,0.899928,0.941983,0.901651,0.79489,0.0225939,0.911002,0.0263644,0.647715,0.4058,0.278301,0.902549,0.935484,0.0300266,0.0855089,0.928645,0.921815,0.801065,0.136298,0.510226,0.983914,0.455143,0.64983,0.0898159,0.929384,0.987189,0.922563,0.90259,0.608037,0.872109,0.021779,0.979171,0.91079,0.978007,0.8033,0.8941,0.0345806,0.943648,0.442185,0.87557,0.0135985,0.934428,0.0552422,0.934541,0.718881,0.62907,0.633565,0.503734,0.866071,0.830519,0.616755,0.391321,0.835725,0.0288476,0.977093,0.927033,0.585994,0.374477,0.0867387,0.956101,0.028075,0.857897,0.97597,0.018174,0.127388,0.710135,0.785767,0.0238876,0.857837,0.378544,0.908357,0.467832,0.944216,0.938714,0.937384,0.605726,0.856125,0.495431,0.0504109,0.934602,0.0250529
-1.0,0.955887,0.920746,0.975713,0.396486,0.862358,0.480963,0.0272612,0.568468,0.785704,0.832951,0.831374,0.873625,0.953829,0.82878,0.816799,0.0310622,0.910272,0.0256292,0.484133,0.908913,0.285117,0.895891,0.948331,0.0270217,0.026966,0.910167,0.918144,0.78096,0.199861,0.379318,0.986515,0.445255,0.527126,0.0838666,0.915539,0.984579,0.945653,0.907737,0.417863,0.902666,0.0218196,0.981863,0.911381,0.976779,0.805469,0.863561,0.016617,0.91612,0.488117,0.863055,0.013138,0.918758,0.0132266,0.942173,0.765497,0.750122,0.572969,0.43994,0.831443,0.860099,0.813347,0.374154,0.849604,0.0252661,0.972143,0.951528,0.544759,0.628222,0.129035,0.898794,0.0362753,0.866333,0.975258,0.024894,0.188725,0.667334,0.822162,0.0324516,0.813233,0.387165,0.898645,0.439572,0.942573,0.924979,0.958005,0.404385,0.801968,0.546032,0.0245119,0.926615,0.0214224
-1.0,0.939296,0.925272,0.972104,0.375586,0.861171,0.557628,0.0209527,0.484745,0.899477,0.863721,0.871485,0.914565,0.947418,0.93085,0.791962,0.030378,0.953325,0.038532,0.663171,0.883125,0.37658,0.903931,0.957126,0.0356239,0.0296536,0.935187,0.912301,0.723829,0.206005,0.451659,0.981031,0.396365,0.706765,0.074435,0.841641,0.985861,0.939402,0.872325,0.455241,0.903169,0.0226843,0.96497,0.923223,0.96027,0.803987,0.840281,0.020479,0.914107,0.464935,0.871905,0.0200027,0.9165,0.0229442,0.926393,0.742881,0.724724,0.600962,0.429146,0.813757,0.846322,0.708296,0.354625,0.914396,0.0498981,0.975419,0.950792,0.590011,0.542479,0.147319,0.883886,0.0315841,0.864596,0.852304,0.0252762,0.168449,0.743578,0.816257,0.0205917,0.823789,0.280457,0.869715,0.36262,0.956533,0.921007,0.964631,0.492519,0.785347,0.537213,0.0312234,0.939134,0.0249739
-1.0,0.943514,0.920604,0.975152,0.370443,0.886234,0.502698,0.0298207,0.493177,0.757283,0.829383,0.880023,0.827808,0.939483,0.921979,0.815332,0.0365754,0.94059,0.0276727,0.535505,0.920467,0.375225,0.899659,0.940777,0.0296401,0.0300393,0.921759,0.940905,0.747436,0.296942,0.332188,0.982469,0.420189,0.838719,0.102783,0.924375,0.985592,0.940327,0.906891,0.489026,0.844936,0.0346913,0.979283,0.918152,0.975866,0.794224,0.90243,0.0228435,0.920709,0.507685,0.876074,0.0162745,0.917526,0.0236991,0.926898,0.7317,0.744631,0.562913,0.434261,0.853516,0.822957,0.648687,0.403643,0.867099,0.0283661,0.983278,0.96861,0.499653,0.661063,0.158058,0.946787,0.109192,0.865922,0.963,0.024874,0.155411,0.626635,0.829984,0.0220048,0.789349,0.356585,0.877136,0.481375,0.93964,0.6439,0.972886,0.439008,0.853074,0.588946,0.0376038,0.941264,0.0251688
-1.0,0.966889,0.912257,0.974208,0.37455,0.890184,0.480917,0.031954,0.445238,0.75207,0.844139,0.823416,0.937133,0.946674,0.918145,0.767653,0.0280786,0.891762,0.0241259,0.528822,0.90998,0.331807,0.866974,0.945426,0.0321239,0.0221584,0.91878,0.91946,0.781102,0.221441,0.44382,0.983273,0.47087,0.816655,0.100686,0.883968,0.980433,0.925615,0.872786,0.436243,0.8906,0.0307542,0.978592,0.913137,0.96813,0.823803,0.857472,0.0222511,0.948314,0.454738,0.888354,0.0180037,0.900913,0.0486275,0.921789,0.748075,0.685415,0.533945,0.45275,0.840512,0.796377,0.654996,0.373183,0.657579,0.0331032,0.979952,0.964491,0.534219,0.53064,0.140065,0.817968,0.0358302,0.846175,0.97679,0.0206185,0.183024,0.61588,0.835329,0.0185993,0.841096,0.281866,0.882416,0.421877,0.932227,0.936025,0.937393,0.481606,0.84468,0.591728,0.0453235,0.946568,0.0313191
-1.0,0.965509,0.916381,0.97143,0.319029,0.861243,0.453806,0.0306013,0.482923,0.838321,0.892987,0.733818,0.917244,0.946395,0.910992,0.77834,0.0306802,0.92634,0.0288597,0.442511,0.932062,0.412296,0.82178,0.947386,0.0324269,0.026579,0.932347,0.934249,0.788089,0.269957,0.281265,0.980548,0.374107,0.710269,0.0874943,0.87266,0.983288,0.932398,0.881668,0.425284,0.880133,0.0367356,0.981004,0.900029,0.716242,0.785645,0.842864,0.0220946,0.941787,0.462503,0.850962,0.0173439,0.912139,0.019292,0.923807,0.73563,0.707777,0.514565,0.360609,0.807202,0.812291,0.682454,0.227608,0.896223,0.0439904,0.974003,0.960242,0.52393,0.537666,0.183719,0.76935,0.152077,0.850479,0.977182,0.0319299,0.168268,0.629506,0.826868,0.0238757,0.8503,0.313832,0.830833,0.245332,0.94067,0.901965,0.963586,0.424831,0.828672,0.590521,0.031677,0.942827,0.0270246
-1.0,0.957809,0.922516,0.975859,0.350374,0.870356,0.472753,0.0278762,0.571759,0.863973,0.895119,0.852607,0.860832,0.954379,0.9167,0.800095,0.0886134,0.956656,0.024756,0.515621,0.906816,0.395737,0.915398,0.941757,0.0234775,0.0185816,0.907233,0.93193,0.762938,0.191263,0.0831671,0.986808,0.368619,0.738067,0.0852467,0.828598,0.987804,0.939281,0.92435,0.450569,0.9183,0.0183482,0.982449,0.917249,0.976795,0.807129,0.848618,0.0151651,0.937474,0.458067,0.874819,0.0126111,0.891275,0.0207252,0.936043,0.756718,0.682376,0.534215,0.317953,0.825576,0.837897,0.725399,0.268415,0.882038,0.0414514,0.97448,0.946279,0.584194,0.602678,0.134815,0.951008,0.0739816,0.862759,0.973988,0.0191434,0.165546,0.629648,0.803011,0.0383879,0.843327,0.324543,0.809449,0.326064,0.952057,0.634643,0.937137,0.394611,0.812029,0.59968,0.0235134,0.905619,0.02434
-1.0,0.966773,0.914616,0.972723,0.388537,0.882269,0.544001,0.0261148,0.486317,0.823563,0.881163,0.833215,0.88594,0.945213,0.930805,0.819493,0.0381082,0.95156,0.0308286,0.569129,0.914348,0.318789,0.919269,0.94783,0.0333241,0.023943,0.916133,0.920324,0.709518,0.19347,0.241558,0.983208,0.449056,0.723334,0.0796278,0.918421,0.986754,0.933274,0.904497,0.528723,0.852423,0.0236167,0.978533,0.901834,0.970427,0.760064,0.885032,0.0238085,0.924483,0.422964,0.851109,0.0178507,0.902301,0.0176095,0.932416,0.723695,0.717921,0.598839,0.444717,0.867295,0.824691,0.546794,0.360455,0.862782,0.0365094,0.975488,0.940536,0.591439,0.64595,0.143239,0.938996,0.0616206,0.883315,0.88825,0.0286619,0.117084,0.626095,0.818619,0.0320016,0.877719,0.378127,0.878259,0.442286,0.981667,0.925442,0.942947,0.525535,0.832326,0.548873,0.0275385,0.937187,0.0335121
-1.0,0.978368,0.901826,0.974405,0.351692,0.874605,0.56304,0.0243465,0.496703,0.876015,0.901966,0.83334,0.911138,0.922984,0.860963,0.815754,0.0322752,0.938727,0.0348973,0.679816,0.905242,0.295132,0.901357,0.954265,0.0295479,0.0221039,0.901332,0.937848,0.823239,0.162289,0.499366,0.98317,0.361281,0.697831,0.0784851,0.900062,0.989869,0.936884,0.906525,0.56342,0.879062,0.0568192,0.980317,0.901889,0.975317,0.821041,0.903864,0.0228132,0.940772,0.39274,0.919251,0.0131904,0.92498,0.0185364,0.92243,0.759524,0.651538,0.619044,0.462214,0.853323,0.866645,0.494875,0.251591,0.86646,0.0274197,0.978049,0.941762,0.612775,0.417874,0.110464,0.906387,0.0236023,0.878428,0.963254,0.0255318,0.133154,0.732256,0.863496,0.0254807,0.771142,0.314235,0.888474,0.349347,0.946123,0.636502,0.955771,0.516637,0.856667,0.502484,0.024926,0.952719,0.0227658
-1.0,0.976219,0.905592,0.974856,0.297542,0.894686,0.482124,0.022116,0.532966,0.794085,0.821889,0.102909,0.881663,0.953509,0.900485,0.795661,0.0957869,0.94926,0.0318426,0.503197,0.42653,0.372536,0.847171,0.952995,0.0222321,0.0239663,0.927911,0.928267,0.799845,0.240394,0.217958,0.983834,0.327226,0.636913,0.0867599,0.906517,0.987273,0.947251,0.920753,0.459603,0.875046,0.0477666,0.978732,0.923316,0.973484,0.770504,0.884177,0.0173894,0.938022,0.490522,0.900542,0.0203474,0.883898,0.044622,0.928596,0.724857,0.663493,0.484098,0.423039,0.874085,0.817629,0.645577,0.343968,0.64764,0.0234669,0.970348,0.94885,0.580407,0.425851,0.135053,0.901881,0.107784,0.869403,0.975064,0.0258677,0.171371,0.689973,0.813092,0.0374517,0.82876,0.268138,0.857623,0.410828,0.933034,0.930724,0.968001,0.46148,0.811665,0.53934,0.0386176,0.947033,0.0247034
-1.0,0.953134,0.88214,0.978225,0.378498,0.857346,0.527618,0.0254168,0.512752,0.775536,0.847343,0.257554,0.894833,0.952129,0.903823,0.787199,0.0217836,0.880279,0.0240361,0.529488,0.910112,0.320831,0.871476,0.945971,0.0257938,0.0224868,0.919437,0.927357,0.776969,0.222818,0.175759,0.986841,0.457593,0.751399,0.0768267,0.900043,0.987229,0.921878,0.721194,0.464647,0.903672,0.0236704,0.958444,0.924837,0.973633,0.823409,0.879781,0.0187548,0.930763,0.470796,0.853413,0.0110296,0.926033,0.0334699,0.920834,0.719898,0.663927,0.558847,0.375903,0.890056,0.805694,0.444234,0.388423,0.877016,0.0389197,0.969145,0.942461,0.563019,0.514865,0.0916075,0.881665,0.0341017,0.880896,0.978358,0.0245952,0.145955,0.652113,0.829043,0.0228523,0.797565,0.375581,0.861947,0.415462,0.956321,0.92157,0.938434,0.467716,0.81875,0.52814,0.0520986,0.927445,0.0187235
-1.0,0.955475,0.9128,0.976211,0.34918,0.88024,0.484306,0.0283346,0.567065,0.839726,0.863367,0.131705,0.883002,0.949717,0.905136,0.81997,0.0210025,0.901215,0.0226279,0.533971,0.928962,0.356392,0.894677,0.945049,0.0266444,0.0210194,0.916501,0.945029,0.783791,0.192571,0.365321,0.985831,0.394731,0.752234,0.0972921,0.897049,0.986093,0.945922,0.917986,0.447945,0.894129,0.0274496,0.978917,0.910468,0.981992,0.793678,0.868318,0.0192618,0.932012,0.487585,0.86819,0.400165,0.895899,0.0165859,0.925421,0.725872,0.711723,0.582251,0.383663,0.8378,0.791145,0.61502,0.285836,0.85937,0.0351691,0.966651,0.955459,0.575741,0.507756,0.145977,0.874045,0.0324885,0.860472,0.972119,0.0197096,0.186443,0.688261,0.823741,0.0302438,0.857621,0.204322,0.866052,0.383226,0.936732,0.951258,0.950652,0.476098,0.837712,0.560084,0.0463136,0.928167,0.0217521
-1.0,0.960839,0.914279,0.976622,0.278738,0.874745,0.51608,0.0251905,0.524004,0.877766,0.858064,0.8278,0.925273,0.944925,0.912351,0.826727,0.0277248,0.926616,0.0311313,0.569721,0.92801,0.347585,0.895156,0.945752,0.0230234,0.0216216,0.928618,0.930427,0.763238,0.241082,0.395398,0.984001,0.360866,0.662855,0.0715343,0.889723,0.987182,0.933216,0.897808,0.416612,0.89143,0.0453284,0.967025,0.921444,0.978429,0.784144,0.837375,0.0248469,0.93601,0.424576,0.901938,0.0148074,0.93033,0.0200407,0.933683,0.732982,0.648693,0.531627,0.416032,0.851422,0.79462,0.696888,0.312506,0.924616,0.0330497,0.978481,0.934924,0.587526,0.598991,0.125487,0.8914,0.0844889,0.896972,0.978301,0.0223612,0.186228,0.684819,0.815455,0.0241782,0.859215,0.304213,0.881747,0.397019,0.958703,0.91057,0.957102,0.390036,0.809842,0.530944,0.0375952,0.945308,0.0258471
-1.0,0.948106,0.918757,0.974682,0.392875,0.865665,0.417538,0.0258435,0.583572,0.813138,0.775566,0.888787,0.896992,0.948962,0.838979,0.790155,0.0211112,0.945688,0.0241218,0.540781,0.879277,0.287383,0.871217,0.945754,0.0258099,0.0211841,0.921082,0.928079,0.834374,0.250805,0.465377,0.984575,0.390623,0.650427,0.104358,0.898235,0.985325,0.931811,0.882656,0.442523,0.890664,0.0258392,0.973622,0.883761,0.970405,0.782365,0.908151,0.0977436,0.936439,0.495018,0.872725,0.0104131,0.905024,0.0157173,0.935708,0.737284,0.701748,0.535013,0.440616,0.8367,0.831403,0.680087,0.432383,0.879481,0.0267094,0.976385,0.927457,0.553377,0.584837,0.117412,0.867713,0.0281196,0.873389,0.980089,0.0271348,0.216651,0.67408,0.434165,0.0238751,0.805565,0.384787,0.849107,0.467743,0.953819,0.935639,0.966997,0.476428,0.816148,0.53975,0.0232813,0.921318,0.0943166
-1.0,0.914276,0.927746,0.975851,0.386759,0.88017,0.483009,0.0166423,0.511941,0.773071,0.842668,0.847411,0.922593,0.955,0.917877,0.804412,0.0272128,0.953752,0.0295351,0.498617,0.903266,0.390543,0.872532,0.953587,0.0323735,0.0227996,0.905965,0.930786,0.774062,0.264431,0.362079,0.959001,0.397393,0.824702,0.0876379,0.901746,0.918839,0.939343,0.903415,0.433185,0.918317,0.0470443,0.979033,0.901637,0.964957,0.807008,0.851164,0.0178153,0.929791,0.502287,0.858574,0.0162311,0.929736,0.0473232,0.945683,0.759421,0.733265,0.516739,0.412006,0.890048,0.743468,0.633486,0.397048,0.864947,0.026773,0.979659,0.964267,0.571113,0.615157,0.115807,0.899226,0.0313258,0.88678,0.977615,0.0281527,0.191867,0.631445,0.83635,0.0189846,0.889098,0.240772,0.880386,0.406347,0.944058,0.813964,0.945955,0.392344,0.838487,0.591917,0.0404779,0.94044,0.0246729
-1.0,0.952797,0.891351,0.969585,0.380372,0.880381,0.499282,0.0273314,0.507333,0.857099,0.837093,0.803889,0.893528,0.89339,0.932455,0.751391,0.024328,0.964697,0.214202,0.621305,0.9168,0.328776,0.887525,0.940295,0.0285291,0.0221414,0.91403,0.934473,0.757019,0.230403,0.43759,0.984996,0.302697,0.72555,0.0848766,0.891201,0.986307,0.942717,0.897749,0.484596,0.862745,0.0251911,0.978817,0.918633,0.97758,0.818215,0.889552,0.023298,0.919072,0.459216,0.86288,0.013626,0.902804,0.0217336,0.933832,0.72764,0.699433,0.579097,0.480883,0.830585,0.793593,0.56173,0.403609,0.624472,0.0256854,0.977029,0.945298,0.585154,0.524194,0.138122,0.911389,0.0371486,0.873375,0.976644,0.0247646,0.166624,0.715918,0.809123,0.0235134,0.841188,0.177582,0.873076,0.43211,0.947186,0.933093,0.948059,0.427193,0.836315,0.499228,0.0285322,0.932563,0.0229889
-1.0,0.95749,0.899668,0.973769,0.329957,0.844144,0.458561,0.02418,0.551721,0.862769,0.841577,0.27858,0.901357,0.948266,0.900939,0.800297,0.0250457,0.939284,0.0230186,0.554026,0.905538,0.373719,0.860461,0.932584,0.0292799,0.0225528,0.924595,0.939123,0.74241,0.256596,0.252414,0.984584,0.431193,0.869012,0.0932514,0.909093,0.987829,0.931525,0.905682,0.461279,0.827741,0.0214904,0.980223,0.915171,0.979449,0.772276,0.856288,0.0185681,0.913954,0.429943,0.870562,0.0104789,0.924321,0.0200103,0.930116,0.733738,0.682593,0.559674,0.385667,0.828503,0.797595,0.655949,0.286117,0.86278,0.030683,0.978561,0.944515,0.577242,0.591615,0.113766,0.803678,0.0250698,0.854022,0.973302,0.0260439,0.173958,0.652186,0.804412,0.0254466,0.844151,0.330335,0.856832,0.364892,0.91737,0.912887,0.948034,0.459562,0.831296,0.536942,0.0258958,0.919692,0.0245892
-1.0,0.980307,0.930628,0.971889,0.340909,0.895804,0.583226,0.0234581,0.560441,0.839885,0.891392,0.264975,0.85961,0.950676,0.919795,0.826175,0.0289101,0.951484,0.0500007,0.64094,0.88139,0.291877,0.926005,0.951506,0.0302972,0.0231372,0.920601,0.906933,0.751872,0.177646,0.171363,0.9833,0.466388,0.725615,0.0745513,0.913128,0.981551,0.916314,0.838745,0.531325,0.861353,0.0450133,0.977265,0.911201,0.98012,0.822341,0.898187,0.0183577,0.963539,0.409074,0.887965,0.0143933,0.929217,0.0171016,0.94297,0.768949,0.567658,0.618909,0.521712,0.846597,0.84326,0.629593,0.276752,0.676912,0.0273462,0.986958,0.946608,0.699381,0.40612,0.112982,0.955868,0.0229943,0.905928,0.974616,0.025515,0.176782,0.758734,0.828248,0.0245811,0.7996,0.288618,0.870655,0.369379,0.940426,0.924625,0.967299,0.405284,0.794935,0.469358,0.0356149,0.952959,0.0238484
-1.0,0.977531,0.918492,0.974672,0.336532,0.886106,0.404148,0.0233665,0.463296,0.783194,0.878873,0.885161,0.914417,0.954521,0.891131,0.801023,0.179434,0.951448,0.0256425,0.542608,0.903112,0.308614,0.909647,0.629397,0.027916,0.0201163,0.91457,0.94536,0.789592,0.220867,0.131883,0.981669,0.430561,0.811497,0.118256,0.941505,0.989628,0.935879,0.904289,0.465504,0.888756,0.0481521,0.984191,0.924668,0.956728,0.77097,0.863192,0.0186638,0.93127,0.399891,0.871199,0.0132644,0.914703,0.0187246,0.931673,0.757445,0.731132,0.569795,0.46778,0.849899,0.843565,0.632981,0.383566,0.839731,0.0266591,0.983918,0.961256,0.559405,0.456726,0.140963,0.959186,0.05371,0.86424,0.978289,0.0236003,0.159256,0.692742,0.394501,0.0837186,0.799151,0.289861,0.900894,0.466226,0.951267,0.937873,0.968612,0.490479,0.822013,0.514945,0.0390586,0.93791,0.0196601
-1.0,0.966946,0.903874,0.977208,0.405847,0.882807,0.523432,0.0339597,0.505266,0.814314,0.866689,0.911096,0.908356,0.957616,0.909484,0.812056,0.0253717,0.962043,0.0246372,0.540991,0.921487,0.37277,0.913312,0.945047,0.0354185,0.0280874,0.916655,0.943363,0.816656,0.278151,0.495321,0.983743,0.442406,0.733456,0.0757542,0.885926,0.986457,0.940834,0.886918,0.467811,0.920743,0.0231325,0.979736,0.920763,0.970917,0.800501,0.838117,0.0292965,0.938129,0.485575,0.859631,0.0144625,0.912437,0.0188632,0.938585,0.780268,0.693624,0.559224,0.449366,0.871024,0.793735,0.610092,0.451505,0.68771,0.0434035,0.97298,0.949595,0.603898,0.671961,0.158554,0.963009,0.0325341,0.871861,0.980008,0.0288798,0.168217,0.645627,0.83532,0.0210849,0.769625,0.28177,0.889338,0.471048,0.951206,0.932532,0.937904,0.494783,0.82059,0.582895,0.0340979,0.933021,0.0241051
-1.0,0.950842,0.91907,0.971964,0.428542,0.863299,0.622612,0.0240453,0.541749,0.799016,0.855705,0.864451,0.899721,0.939199,0.900764,0.830405,0.0362844,0.927521,0.0382679,0.630813,0.896302,0.273967,0.904442,0.951914,0.0345714,0.0218484,0.921529,0.933374,0.844114,0.166778,0.573268,0.82481,0.508974,0.652669,0.0614776,0.897954,0.970109,0.914207,0.881951,0.485414,0.921325,0.0467887,0.9692,0.907,0.967049,0.842616,0.894791,0.0249664,0.924854,0.365187,0.849014,0.0170321,0.92888,0.0232677,0.938151,0.712028,0.644658,0.648206,0.513148,0.881739,0.872939,0.625501,0.512052,0.716846,0.0265,0.976341,0.94393,0.611657,0.426543,0.124145,0.968404,0.0323799,0.867061,0.977828,0.0291844,0.160438,0.748049,0.792763,0.0215446,0.723456,0.439191,0.868682,0.51552,0.953652,0.90609,0.924057,0.492733,0.825534,0.539461,0.0314904,0.936107,0.0281236
-1.0,0.96948,0.89505,0.97711,0.345082,0.886101,0.508782,0.0256068,0.555106,0.792627,0.845693,0.872975,0.921273,0.948858,0.887734,0.753672,0.0223756,0.935736,0.0235364,0.549761,0.915749,0.36849,0.865951,0.958536,0.0248955,0.0257758,0.921425,0.949381,0.814884,0.21649,0.299774,0.982685,0.411211,0.545612,0.0756745,0.928624,0.988035,0.943718,0.916469,0.45446,0.901254,0.0383774,0.984122,0.931826,0.97302,0.752781,0.857023,0.014255,0.916442,0.446269,0.844052,0.016252,0.918648,0.0342928,0.934425,0.761688,0.688634,0.552457,0.432848,0.850161,0.824592,0.70302,0.341036,0.864002,0.0386505,0.974959,0.968805,0.552232,0.452953,0.145809,0.792041,0.0610978,0.89341,0.980212,0.032637,0.167744,0.638327,0.83345,0.0224721,0.847152,0.291832,0.891359,0.384166,0.952849,0.930089,0.950635,0.498365,0.845982,0.586624,0.0270241,0.943364,0.0220093
-1.0,0.955253,0.875293,0.975292,0.290963,0.87663,0.549853,0.0190572,0.537094,0.897745,0.892262,0.873342,0.901047,0.93196,0.92767,0.77747,0.0351254,0.906142,0.0265862,0.685757,0.916171,0.375938,0.910852,0.956178,0.0328095,0.0181836,0.89099,0.928645,0.805143,0.199605,0.383657,0.983314,0.409769,0.753965,0.0826191,0.900422,0.988696,0.930564,0.886615,0.479285,0.911563,0.038004,0.976067,0.919222,0.971699,0.871052,0.842254,0.0223235,0.908244,0.328672,0.792668,0.0154247,0.918392,0.020824,0.929682,0.749794,0.679474,0.593713,0.396128,0.887729,0.772525,0.63189,0.408937,0.729888,0.0231605,0.982321,0.956864,0.591043,0.462538,0.104836,0.942944,0.0600422,0.899407,0.976225,0.0293238,0.168505,0.676818,0.784328,0.0219113,0.803126,0.2993,0.902976,0.451016,0.945761,0.930261,0.962771,0.396766,0.82695,0.550982,0.0303363,0.931404,0.0271532
